release,made_date,stream,horizon,target_date,fit,observed,median,lo30,hi30,lo60,hi60,lo90,hi90
results-1469,2026-07-27,confirmed cases,14,2026-08-10,baseline,1089.0,1080.51,1036.47,1124.08,991.63,1168.05,912.3,1286.83
results-1469,2026-07-27,confirmed cases,14,2026-08-10,frozen,1089.0,1286.5,1043.3,1696.7,748.6,2104.6,341.75,3744.8
results-1469,2026-07-27,confirmed cases,21,2026-08-17,baseline,1745.0,1395.0,1325.27,1446.31,1247.71,1513.56,1166.28,1624.18
results-1469,2026-07-27,confirmed cases,21,2026-08-17,frozen,1745.0,2191.0,1683.9,2919.6,1293.8,3955.2,628.2,7249.95
results-1469,2026-07-27,confirmed cases,28,2026-08-24,baseline,2296.0,1765.09,1638.41,1833.59,1554.64,1927.19,1426.28,2040.47
results-1469,2026-07-27,confirmed cases,28,2026-08-24,frozen,2296.0,2785.0,2296.55,3767.15,1639.2,5159.6,711.2,15732.1
results-1479,2026-07-28,confirmed cases,7,2026-08-04,baseline,613.0,554.5,517.16,584.21,489.93,620.6,430.0,687.32
results-1479,2026-07-28,confirmed cases,7,2026-08-04,frozen,613.0,685.5,542.65,827.35,404.2,1053.0,227.95,1479.35
results-1479,2026-07-28,confirmed cases,14,2026-08-11,baseline,1207.0,1025.08,974.58,1058.7,935.97,1111.62,844.39,1191.07
results-1479,2026-07-28,confirmed cases,14,2026-08-11,frozen,1207.0,1385.0,1101.4,1684.05,908.2,2159.0,565.05,3415.0
results-1479,2026-07-28,confirmed cases,21,2026-08-18,baseline,1848.0,1334.31,1290.34,1376.56,1229.17,1436.75,1092.12,1623.64
results-1479,2026-07-28,confirmed cases,21,2026-08-18,frozen,1848.0,2148.5,1793.85,2836.55,1368.0,3708.2,811.85,6317.15
results-1479,2026-07-28,confirmed cases,28,2026-08-25,baseline,2353.0,1664.88,1600.13,1742.59,1497.65,1830.34,1354.4,2020.2
results-1479,2026-07-28,confirmed cases,28,2026-08-25,frozen,2353.0,3005.5,2307.55,3864.7,1689.2,5160.0,1047.9,9852.6
results-1489,2026-07-31,confirmed cases,7,2026-08-07,baseline,535.0,593.0,570.95,620.28,524.0,656.8,459.99,735.89
results-1489,2026-07-31,confirmed cases,7,2026-08-07,frozen,535.0,666.0,554.0,848.85,399.6,1060.6,177.2,1487.25
results-1489,2026-07-31,confirmed cases,14,2026-08-14,baseline,1169.0,1140.41,1081.36,1194.34,1034.15,1248.6,926.44,1386.28
results-1489,2026-07-31,confirmed cases,14,2026-08-14,frozen,1169.0,1402.5,1132.9,1714.6,869.6,2298.6,484.95,3688.6
results-1489,2026-07-31,confirmed cases,21,2026-08-21,baseline,1784.0,1515.89,1446.81,1586.29,1387.87,1674.27,1246.82,1798.88
results-1489,2026-07-31,confirmed cases,21,2026-08-21,frozen,1784.0,2453.5,1966.9,3268.05,1513.8,4250.8,874.15,8430.45
results-1489,2026-07-31,confirmed cases,28,2026-08-28,baseline,2271.0,1892.98,1794.94,1958.6,1708.98,2045.15,1560.07,2266.98
results-1489,2026-07-31,confirmed cases,28,2026-08-28,frozen,2271.0,3665.5,2716.55,4760.9,2071.2,6847.6,1076.35,19741.25
results-v1.13.2,2026-08-04,confirmed cases,7,2026-08-11,baseline,594.0,605.5,580.0,625.35,542.44,664.0,469.71,737.06
results-v1.13.2,2026-08-04,confirmed cases,7,2026-08-11,frozen,594.0,654.0,547.9,768.1,395.6,964.6,220.3,1309.05
results-v1.13.2,2026-08-04,confirmed cases,14,2026-08-18,baseline,1235.0,1178.6,1123.4,1230.19,1047.88,1269.11,944.74,1356.53
results-v1.13.2,2026-08-04,confirmed cases,14,2026-08-18,frozen,1235.0,1322.5,1064.95,1650.2,725.4,1992.0,288.75,2892.6
results-v1.13.2,2026-08-04,confirmed cases,21,2026-08-25,baseline,1740.0,1629.34,1563.26,1687.98,1497.47,1775.78,1373.34,1876.42
results-v1.13.2,2026-08-04,confirmed cases,21,2026-08-25,frozen,1740.0,1908.0,1499.0,2388.7,1086.4,3076.8,438.95,4705.05
results-1505,2026-08-08,confirmed cases,7,2026-08-15,baseline,651.0,549.0,519.65,589.24,467.94,636.17,377.95,735.1
results-1505,2026-08-08,confirmed cases,7,2026-08-15,frozen,651.0,599.5,453.9,751.15,348.0,929.6,192.85,1298.15
results-1505,2026-08-08,confirmed cases,14,2026-08-22,baseline,1220.0,1094.21,1053.36,1137.7,993.88,1186.77,902.35,1296.46
results-1505,2026-08-08,confirmed cases,14,2026-08-22,frozen,1220.0,1235.0,1004.25,1558.0,771.0,1975.6,361.95,3088.05
results-1505,2026-08-08,confirmed cases,21,2026-08-29,baseline,1747.0,1679.69,1612.69,1746.69,1526.4,1825.51,1386.93,1933.89
results-1505,2026-08-08,confirmed cases,21,2026-08-29,frozen,1747.0,1914.5,1451.45,2321.35,1032.2,3211.6,540.15,5104.55
results-1527,2026-08-10,confirmed cases,7,2026-08-17,baseline,656.0,577.23,539.76,623.0,490.4,664.0,370.6,738.1
results-1527,2026-08-10,confirmed cases,7,2026-08-17,frozen,656.0,575.0,458.65,699.2,345.0,866.8,162.75,1474.1
results-1527,2026-08-10,confirmed cases,14,2026-08-24,baseline,1207.0,1085.92,1046.65,1137.13,997.97,1200.49,892.9,1296.15
results-1527,2026-08-10,confirmed cases,14,2026-08-24,frozen,1207.0,1225.5,952.9,1521.9,727.4,1952.8,422.9,3138.25
results-1527,2026-08-10,confirmed cases,21,2026-08-31,baseline,1737.0,1690.74,1633.37,1744.81,1561.82,1816.59,1440.71,1953.99
results-1527,2026-08-10,confirmed cases,21,2026-08-31,frozen,1737.0,1841.5,1353.95,2330.4,1080.0,3150.4,537.9,5495.05
results-1573,2026-08-15,confirmed cases,7,2026-08-22,baseline,569.0,656.0,620.48,692.7,570.0,732.07,499.06,818.86
results-1573,2026-08-15,confirmed cases,7,2026-08-22,frozen,569.0,834.5,709.6,961.4,519.4,1243.2,318.9,1963.35
results-1573,2026-08-15,confirmed cases,14,2026-08-29,baseline,1096.0,1195.5,1140.94,1240.89,1094.63,1303.03,983.94,1415.89
results-1573,2026-08-15,confirmed cases,14,2026-08-29,frozen,1096.0,1704.5,1381.25,2117.6,1059.4,3029.2,515.85,4436.25
results-1591,2026-08-17,confirmed cases,7,2026-08-24,baseline,551.0,650.5,625.43,685.89,584.75,728.64,472.65,799.05
results-1591,2026-08-17,confirmed cases,7,2026-08-24,frozen,551.0,752.0,702.25,845.0,610.4,946.4,489.8,1143.0
results-1591,2026-08-17,confirmed cases,14,2026-08-31,baseline,1081.0,1212.89,1158.42,1273.52,1111.92,1332.09,953.5,1468.55
results-1591,2026-08-17,confirmed cases,14,2026-08-31,frozen,1081.0,1557.0,1403.9,1737.2,1227.6,2024.0,989.4,2662.65
results-v1.15.0,2026-08-18,confirmed cases,7,2026-08-25,baseline,505.0,646.72,608.0,680.35,565.8,737.6,494.81,801.05
results-v1.15.0,2026-08-18,confirmed cases,7,2026-08-25,frozen,505.0,752.5,691.25,846.35,626.0,954.0,527.85,1109.3
results-v1.16.0,2026-08-23,confirmed cases,7,2026-08-30,baseline,516.0,567.91,531.0,592.76,501.62,632.79,429.11,721.05
results-v1.16.0,2026-08-23,confirmed cases,7,2026-08-30,frozen,516.0,804.5,733.0,856.7,654.6,951.2,531.35,1095.15
results-v1.16.0,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,29.0,22.0,43.0,16.0,60.0,5.0,104.55
results-v1.15.0,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,31.0,23.0,39.0,17.0,57.2,8.0,106.2
results-1591,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,31.0,23.0,39.0,17.0,57.2,8.0,106.2
results-1573,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1527,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1505,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-v1.13.2,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1489,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1479,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1469,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-1462,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,10.0,6.0,14.0,4.0,25.4,1.0,64.05
results-v1.12.0,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.35,4.0,26.0,0.0,55.05
results-1446,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.35,4.0,26.0,0.0,55.05
results-1441,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.35,4.0,26.0,0.0,55.05
results-1394,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.0,4.0,26.2,1.0,64.1
results-1391,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.0,4.0,26.2,1.0,64.1
results-1359,2026-05-20,confirmed deaths,7,2026-05-27,frozen,11.0,11.0,8.0,17.0,4.0,26.2,1.0,64.1
results-v1.16.0,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,96.0,64.95,118.35,43.8,155.0,30.0,302.35
results-v1.15.0,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,82.5,62.0,111.35,49.8,159.4,29.95,316.1
results-1591,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,82.5,62.0,111.35,49.8,159.4,29.95,316.1
results-1573,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1527,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1505,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-v1.13.2,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1489,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1479,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1469,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-1462,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,28.0,18.65,48.35,9.0,77.4,2.0,196.45
results-v1.12.0,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,30.5,18.65,48.0,10.0,86.2,3.95,226.25
results-1446,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,30.5,18.65,48.0,10.0,86.2,3.95,226.25
results-1441,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,30.5,18.65,48.0,10.0,86.2,3.95,226.25
results-1394,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,29.0,20.0,48.0,9.0,65.0,3.0,191.45
results-1391,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,29.0,20.0,48.0,9.0,65.0,3.0,191.45
results-1359,2026-05-20,confirmed deaths,14,2026-06-03,frozen,58.0,29.0,20.0,48.0,9.0,65.0,3.0,191.45
results-v1.16.0,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,192.0,149.65,281.0,100.4,390.8,57.95,712.35
results-v1.15.0,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,190.0,126.95,261.0,96.6,374.6,51.0,763.45
results-1591,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,190.0,126.95,261.0,96.6,374.6,51.0,763.45
results-1573,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1527,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1505,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-v1.13.2,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1489,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1479,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1469,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-1462,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,60.0,35.0,94.7,22.0,167.6,7.0,485.7
results-v1.12.0,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,54.5,32.65,92.35,19.0,166.8,7.95,463.5
results-1446,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,54.5,32.65,92.35,19.0,166.8,7.95,463.5
results-1441,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,54.5,32.65,92.35,19.0,166.8,7.95,463.5
results-1394,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,70.0,41.0,104.35,19.0,172.6,2.95,456.35
results-1391,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,70.0,41.0,104.35,19.0,172.6,2.95,456.35
results-1359,2026-05-20,confirmed deaths,21,2026-06-10,frozen,130.0,70.0,41.0,104.35,19.0,172.6,2.95,456.35
results-v1.16.0,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,362.0,264.15,492.7,182.6,672.2,90.9,1409.0
results-v1.15.0,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,329.5,238.65,468.7,174.0,749.2,92.7,1963.75
results-1591,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,329.5,238.65,468.7,174.0,749.2,92.7,1963.75
results-1573,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1527,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1505,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-v1.13.2,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1489,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1479,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1469,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-1462,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,112.0,69.65,199.4,37.4,327.2,11.0,1226.55
results-v1.12.0,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,107.0,60.3,173.35,30.6,280.0,10.85,1592.8
results-1446,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,107.0,60.3,173.35,30.6,280.0,10.85,1592.8
results-1441,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,107.0,60.3,173.35,30.6,280.0,10.85,1592.8
results-1394,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,104.0,58.65,179.35,39.0,331.6,9.9,1036.3
results-1391,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,104.0,58.65,179.35,39.0,331.6,9.9,1036.3
results-1359,2026-05-20,confirmed deaths,28,2026-06-17,frozen,226.0,104.0,58.65,179.35,39.0,331.6,9.9,1036.3
results-v1.16.0,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,9.05
results-v1.15.0,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,10.0
results-1591,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,3.0,10.0
results-1573,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,10.0
results-1527,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,10.0
results-1505,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,11.0
results-v1.13.2,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,6.0,4.0,8.0,2.95,10.0
results-1489,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,6.35,4.0,8.0,2.0,10.0
results-1479,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,6.0,4.0,8.0,2.0,10.0
results-1469,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,10.0
results-1462,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,11.0
results-v1.12.0,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,6.0,4.0,8.0,2.0,10.0
results-1446,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,5.0,5.0,6.0,4.0,8.0,3.0,10.0
results-1441,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,3.0,10.05
results-1394,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,3.0,11.0
results-1391,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,3.0,9.0
results-1359,2026-05-23,confirmed deaths,7,2026-05-30,baseline,32.0,6.0,5.0,7.0,4.0,8.0,2.0,10.0
results-v1.16.0,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,30.0,24.0,36.35,17.0,51.0,10.0,89.25
results-v1.15.0,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,28.0,22.0,33.0,16.0,47.2,9.0,73.1
results-1591,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,28.0,22.0,33.0,16.0,47.2,9.0,73.1
results-1573,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1527,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1505,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-v1.13.2,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1489,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1479,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1469,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-1462,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,17.0,4.8,26.0,1.95,49.0
results-v1.12.0,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,14.0,9.0,20.0,6.0,32.2,1.0,76.45
results-1446,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,14.0,9.0,20.0,6.0,32.2,1.0,76.45
results-1441,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,14.0,9.0,20.0,6.0,32.2,1.0,76.45
results-1394,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,18.0,5.0,31.0,1.0,52.15
results-1391,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,18.0,5.0,31.0,1.0,52.15
results-1359,2026-05-23,confirmed deaths,7,2026-05-30,frozen,32.0,12.0,9.0,18.0,5.0,31.0,1.0,52.15
results-v1.16.0,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,78.5,64.0,99.4,47.8,127.0,32.95,220.05
results-v1.15.0,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,70.5,58.65,90.7,46.8,129.2,29.95,260.65
results-1591,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,70.5,58.65,90.7,46.8,129.2,29.95,260.65
results-1573,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1527,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1505,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-v1.13.2,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1489,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1479,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1469,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-1462,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,39.0,27.65,53.0,15.0,71.0,4.0,239.3
results-v1.12.0,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,40.0,27.65,54.35,17.8,89.2,5.0,182.05
results-1446,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,40.0,27.65,54.35,17.8,89.2,5.0,182.05
results-1441,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,40.0,27.65,54.35,17.8,89.2,5.0,182.05
results-1394,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,36.0,23.0,51.35,13.0,82.0,5.0,194.0
results-1391,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,36.0,23.0,51.35,13.0,82.0,5.0,194.0
results-1359,2026-05-23,confirmed deaths,14,2026-06-06,frozen,81.0,36.0,23.0,51.35,13.0,82.0,5.0,194.0
results-v1.16.0,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,170.0,137.6,220.05,112.8,299.4,73.0,643.0
results-v1.15.0,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,151.5,118.65,215.4,82.8,307.2,59.95,598.25
results-1591,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,151.5,118.65,215.4,82.8,307.2,59.95,598.25
results-1573,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1527,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1505,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-v1.13.2,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1489,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1479,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1469,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-1462,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,71.5,49.0,110.35,26.8,182.0,6.95,479.85
results-v1.12.0,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,49.65,105.35,29.0,167.8,10.0,417.05
results-1446,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,49.65,105.35,29.0,167.8,10.0,417.05
results-1441,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,49.65,105.35,29.0,167.8,10.0,417.05
results-1394,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,43.65,109.75,20.8,160.8,8.95,450.8
results-1391,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,43.65,109.75,20.8,160.8,8.95,450.8
results-1359,2026-05-23,confirmed deaths,21,2026-06-13,frozen,171.0,72.0,43.65,109.75,20.8,160.8,8.95,450.8
results-v1.16.0,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,297.0,246.85,369.15,185.8,504.0,123.95,1121.25
results-v1.15.0,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,297.5,220.95,433.4,161.0,598.8,103.95,1203.9
results-1591,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,297.5,220.95,433.4,161.0,598.8,103.95,1203.9
results-1573,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1527,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1505,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-v1.13.2,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1489,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1479,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1469,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-1462,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,129.0,83.0,195.35,40.0,321.8,15.95,1161.85
results-v1.12.0,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,132.5,78.3,208.35,46.4,333.2,14.0,1055.45
results-1446,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,132.5,78.3,208.35,46.4,333.2,14.0,1055.45
results-1441,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,132.5,78.3,208.35,46.4,333.2,14.0,1055.45
results-1394,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,121.5,74.65,173.0,43.0,336.8,8.0,964.05
results-1391,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,121.5,74.65,173.0,43.0,336.8,8.0,964.05
results-1359,2026-05-23,confirmed deaths,28,2026-06-20,frozen,244.0,121.5,74.65,173.0,43.0,336.8,8.0,964.05
results-v1.16.0,2026-05-27,confirmed deaths,7,2026-06-03,baseline,47.0,10.0,8.0,13.0,5.0,16.0,0.95,20.05
results-v1.15.0,2026-05-27,confirmed deaths,7,2026-06-03,baseline,47.0,12.0,10.0,14.0,7.0,17.0,1.95,22.0
results-1591,2026-05-27,confirmed deaths,7,2026-06-03,baseline,47.0,10.0,8.0,14.0,5.0,16.0,0.0,21.0
