release,date,fit,median,lo30,hi30,lo60,hi60,lo90,hi90
results-v1.12.0,2026-08-01,confirmed,1.2955642380408239,1.2255044966151631,1.3763067633868329,1.1471110883804,1.481019636588532,1.0083190753717401,1.7147636596732547
results-v1.12.0,2026-08-01,confirmed_deaths,1.471569101478259,1.3562697670617192,1.6086683096259318,1.2061480742581816,1.7992290907379629,0.9430743120605547,2.1573077166172627
results-v1.12.0,2026-08-01,deaths,1.3753806700423576,1.258713056546533,1.5102079331619365,1.1362718529930804,1.681446572291521,0.8731534123431977,2.163059983615137
results-v1.12.0,2026-08-01,exports,1.722159621366227,1.4597355568817756,2.049888435950238,1.2206405514807024,2.521568830595062,0.8861663399747841,3.8332032856310154
results-v1.12.0,2026-08-01,joint,1.1061024379481492,1.0429773797052757,1.1704827537750853,0.9677990384048354,1.2790094471624756,0.8118706373136731,1.5033035735413713
results-v1.12.0,2026-08-01,treatment,1.2361976925783815,1.1627651095777218,1.3230986286986623,1.0742161851741925,1.4196305495755945,0.895761236690275,1.6434632655096018
results-1462,2026-08-02,cases,1.1408737355488965,1.0792369889890445,1.201593022137533,1.0055686674959767,1.286315424051099,0.8581389965326363,1.4651732846581573
results-1462,2026-08-02,confirmed,1.2741166580999317,1.207978173718266,1.3599084458505213,1.1349685768968232,1.4592683729659723,1.0125217883440851,1.7043038938576947
results-1462,2026-08-02,confirmed_deaths,1.4726245812985626,1.3441421455444358,1.6013271678900072,1.2035958449096948,1.779033493308651,0.9160813335462406,2.219918662896502
results-1462,2026-08-02,deaths,1.3595825338433032,1.2507714847044151,1.4812637697755793,1.144648109512557,1.6488290500901024,0.8899054617306443,2.098657785831269
results-1462,2026-08-02,exports,1.6747250163197007,1.3893534938341885,1.9466594247654465,1.1338366199176588,2.3821278734794884,0.7864189266020776,3.6276941708637325
results-1462,2026-08-02,joint,1.1278850454991578,1.0653490422402128,1.1993592001216933,0.997201574348126,1.3153456772110947,0.8546888825746872,1.5659160283755724
results-1462,2026-08-02,onsets,1.134541714958756,1.0623646322730145,1.2246297390703893,0.9834640862844716,1.3727203199309257,0.8578249625478775,1.8228648523683941
results-1462,2026-08-02,treatment,1.1852904746806732,1.09928493708041,1.269645985419221,0.9989101810714137,1.3796309795733983,0.8317130943299456,1.6554375278454576
results-1469,2026-08-03,cases,1.1116695862871433,1.0590085768101751,1.1667718142986871,0.9921063691010966,1.2492946586287448,0.8421683581133234,1.4464309350976268
results-1469,2026-08-03,confirmed,1.267801732562476,1.203849680008746,1.3440475763620476,1.140370438685324,1.4570218870416423,1.0137491158041012,1.686613400875323
results-1469,2026-08-03,confirmed_deaths,1.49160228549002,1.3591957310839113,1.6198628386991856,1.2096729989343868,1.764017503882833,0.9656450349823856,2.1415021798756415
results-1469,2026-08-03,deaths,1.358760490015602,1.2504451175763958,1.4807542560179634,1.143976862849781,1.6483079117826742,0.889787977881533,2.0976183138174656
results-1469,2026-08-03,exports,1.6740904416140276,1.3887326313397954,1.9462840918083568,1.1334209452166584,2.3815996019956556,0.7860816627302516,3.6272762944684627
results-1469,2026-08-03,joint,1.1042945500597283,1.0293444089105466,1.1915141067925064,0.9468539378280438,1.3235299555664923,0.7855676915017493,1.6417261200393738
results-1469,2026-08-03,onsets,1.133626381428558,1.0619053996911523,1.2241035026883789,0.9828193246281973,1.3718565767326503,0.8575969303788914,1.8226667163109846
results-1469,2026-08-03,treatment,1.1980640458623628,1.1280262764334315,1.2861650813724526,1.0487705596790833,1.3908957352515339,0.844356694748954,1.6354637258720486
results-1479,2026-08-04,cases,1.099607560260972,1.0455590533212602,1.15876527054305,0.9740081390208729,1.234621704916314,0.8258442052541922,1.3949369779035747
results-1479,2026-08-04,confirmed,1.270894099262339,1.1966582384443125,1.3466961069710195,1.1287327195850076,1.4367904884132372,0.9884319730932196,1.6522226446589439
results-1479,2026-08-04,confirmed_deaths,1.4266286542300466,1.3067916145435037,1.5699946095182926,1.1780692449120314,1.737884097959041,0.9291481509764673,2.1069350380176064
results-1479,2026-08-04,deaths,1.3580948507853572,1.2501654311333745,1.4802236050641253,1.143419637337574,1.6478100520985772,0.8896757178070969,2.09662542576237
results-1479,2026-08-04,exports,1.6529807562205807,1.4096520125863712,1.9626702480815181,1.1656414367216639,2.4805893551625595,0.833906115420936,3.8105160249392998
results-1479,2026-08-04,joint,1.096056449528425,1.0255001464976197,1.1703474729670604,0.9451608627652367,1.2907395762908285,0.7757684658230388,1.5516221541290551
results-1479,2026-08-04,onsets,1.0403924107439733,0.9827952096683135,1.1095803815142444,0.9159121306996152,1.219756665149246,0.7808145075600679,1.5272481338108654
results-1479,2026-08-04,treatment,1.2014675125385703,1.1224814760618052,1.270503283889823,1.02430035875491,1.3768837687500863,0.828794472680988,1.579772515298555
results-1489,2026-08-07,cases,1.0812585773646692,1.0208061069894494,1.1354195093315684,0.9468561039155657,1.2167969451032006,0.8134104020137343,1.3700078994463978
results-1489,2026-08-07,confirmed,1.2433176886528103,1.1775647341896316,1.2988280255812978,1.1096195035403533,1.398553103961629,0.9478264341595473,1.6473806460872453
results-1489,2026-08-07,confirmed_deaths,1.3419824837733283,1.2195217804520002,1.463273811156479,1.0857851726536527,1.6230614605477824,0.8619538871823602,1.9376046941632135
results-1489,2026-08-07,deaths,1.3555660496765098,1.2487252576513816,1.4793895228757037,1.1427830989761785,1.6461233513621376,0.8893681040446486,2.093906553125128
results-1489,2026-08-07,exports,1.6925071879876503,1.4092177837115751,2.009246343155013,1.1323516042792061,2.4826352286491966,0.7699138320697299,3.8717628941357267
results-1489,2026-08-07,joint,1.0466570177807513,0.9854013224234197,1.121867975937671,0.909007664560726,1.2185890289649035,0.752660929522818,1.4357479606376549
results-1489,2026-08-07,onsets,0.9708860417441398,0.9243212746378819,1.0367202862972595,0.8642117241743648,1.1359653944648207,0.7478453567464182,1.4043829458569028
results-1489,2026-08-07,treatment,1.185245171472757,1.0970784124607227,1.2584661448454881,0.9924692090781426,1.356090536207185,0.786156447969073,1.5462126981760294
results-v1.13.2,2026-08-11,cases,1.0746028457498975,1.0123123355833314,1.138569224953236,0.9324011251726106,1.220557476472936,0.7783957076172664,1.4123992896970088
results-v1.13.2,2026-08-11,confirmed,1.2283273328065891,1.1791506598318093,1.2901895016505167,1.1098349509270535,1.3841692558120604,0.980169879931315,1.5866248288244578
results-v1.13.2,2026-08-11,confirmed_deaths,1.3014309667236126,1.197663635749355,1.420738623334612,1.0722794717754274,1.5832602820779593,0.8539097140381554,1.983101427089213
results-v1.13.2,2026-08-11,deaths,1.362165802462963,1.2467305425635846,1.506172031724529,1.1033575876884256,1.7152909354994408,0.8554313870736387,2.283422442970072
results-v1.13.2,2026-08-11,exports,1.7265094466198638,1.4552175783157644,1.9833370084322124,1.1807419362318627,2.420596376036615,0.8204278608678317,3.693082649352154
results-v1.13.2,2026-08-11,joint,1.0231809412447324,0.9410128419774733,1.0926115903496967,0.8565797100193249,1.202212523582698,0.6685679466513569,1.4591631298105898
results-v1.13.2,2026-08-11,onsets,1.0203529849564523,0.9659364644099124,1.0961364987986961,0.8948208932508424,1.1999116812522523,0.7531357245385095,1.5267730989593833
results-v1.13.2,2026-08-11,treatment,1.1528847163929168,1.0778072499498998,1.2279480036477288,0.9562769706703073,1.3240964479632487,0.7642857559660673,1.5455370079579274
results-1505,2026-08-15,cases,1.0806760263803143,1.015492508809573,1.1500381354679527,0.9338731870015649,1.2338620093513168,0.7918198206537894,1.4439986977962553
results-1505,2026-08-15,confirmed,1.19167866096354,1.131553261756833,1.2456303611290687,1.0708552235764748,1.3192605714258345,0.9271467559244168,1.5431003979441051
results-1505,2026-08-15,confirmed_deaths,1.2591755678254986,1.1389022925292136,1.3782983862300862,0.9994826889997668,1.5237779204158768,0.7830225395355034,1.957372360805529
results-1505,2026-08-15,deaths,1.3571095684756678,1.231609852359523,1.4955272606238206,1.0960051393116215,1.6814371034987654,0.7905842679644691,2.1356545254861112
results-1505,2026-08-15,exports,1.6102269074045115,1.3868750675407178,1.9074271154254245,1.156341533457788,2.3076579873003586,0.7995738779790177,3.83314341754994
results-1505,2026-08-15,joint,1.146191670612192,1.0834751799263136,1.2280854481147068,1.0147926514895025,1.3432902796165918,0.8618805843597261,1.620427047489819
results-1505,2026-08-15,onsets,1.3287692301808085,1.2082491127129755,1.4924281706199078,1.0716092842473135,1.6963156138236681,0.8894931515191202,2.2406646081963952
results-1505,2026-08-15,treatment,1.112540959772022,1.0362616012898134,1.1875903059890462,0.9448790879895773,1.299094447053835,0.7605239189670934,1.5395598402803383
results-1527,2026-08-17,cases,1.0796878512533041,1.0145440342073826,1.14950397312157,0.9334656982217922,1.2330168087566211,0.7916097860675384,1.4435205362436965
results-1527,2026-08-17,confirmed,1.1658683635138187,1.1099353335692232,1.2221737311668848,1.047738883379908,1.304918768930544,0.8990271362623083,1.4703024477091036
results-1527,2026-08-17,confirmed_deaths,1.251565277849605,1.1394860014665826,1.373865936738479,1.0211251863564546,1.5445498576659789,0.8238427330882807,1.881674969397506
results-1527,2026-08-17,deaths,1.3564891938727228,1.2308736222925885,1.4950520395214457,1.0956340880234685,1.680804945858355,0.7898328638747539,2.1350959145759605
results-1527,2026-08-17,exports,1.6574626740852443,1.433267658372199,1.9758723562013962,1.151890978710593,2.487788961037043,0.793091975994699,3.8757815289121464
results-1527,2026-08-17,joint,1.1517451985529978,1.0672825857585166,1.2403789435617092,1.0015328805609771,1.3683996643442264,0.8507533069660287,1.697239553554063
results-1527,2026-08-17,onsets,1.3278234795899317,1.2078616731663139,1.4920747121198754,1.0711858469924687,1.6956108829863263,0.8893707796666234,2.240183019217838
results-1527,2026-08-17,treatment,1.1312781717471077,1.0550633975745134,1.2104320288122854,0.9481068401581347,1.2884843266894652,0.7538983371072077,1.5145652538074001
results-1573,2026-08-22,cases,1.061929374049022,0.9854379801250559,1.13987636485133,0.8882778367434743,1.2342520192761421,0.7134124065914265,1.528928365351257
results-1573,2026-08-22,confirmed,1.1876338981524763,1.133679174851989,1.239602736886431,1.0760249765707215,1.3217971709628222,0.9392624850437384,1.5042258902877355
results-1573,2026-08-22,confirmed_deaths,1.1035729164209855,1.0052694113393703,1.213506050092814,0.888523162061457,1.3694868142385814,0.69075655097909,1.7236351855756789
results-1573,2026-08-22,deaths,1.3398178838396624,1.2151737404941505,1.4719921646489156,1.0853590296661664,1.6698428143336022,0.8095566116114398,2.225692523822477
results-1573,2026-08-22,exports,1.7037765391908946,1.4392832270199034,1.994200906639194,1.1671698996480482,2.506814655928168,0.7676339874914508,3.9732953396609623
results-1573,2026-08-22,joint,1.1120216097345483,1.0530133339407157,1.1890225624493584,0.9897034468004213,1.309759339054008,0.822178570355014,1.5980381412556848
results-1573,2026-08-22,onsets,1.2894889749496667,1.1827359189508067,1.4238895413230948,1.0757075317653277,1.632458929634089,0.8955608625901965,2.2006392535053485
results-1573,2026-08-22,treatment,1.1242156942711072,1.0422542996428859,1.1981454808557366,0.9499113802224188,1.3066239324790385,0.7426890645925172,1.6086714701823666
results-1591,2026-08-24,cases,1.0612946801781287,0.9851022542306103,1.1394695774844,0.887940595947853,1.2337698415019265,0.7132931357998183,1.528291568926247
results-1591,2026-08-24,confirmed,1.170285418518021,1.12694334829016,1.2228147419002144,1.0760379028814575,1.2997989173654023,0.941627386976224,1.4586741427057661
results-1591,2026-08-24,confirmed_deaths,1.0364382081380148,0.9446569246728264,1.1443694539124942,0.838162132114413,1.270780253502776,0.6582769983719485,1.5997153233829735
results-1591,2026-08-24,deaths,1.3392436946676516,1.2148380335413245,1.4717518304377173,1.0848351522376087,1.6693239998919362,0.8092719574089533,2.22453204396016
results-1591,2026-08-24,exports,1.6178232725256203,1.3730609343241271,1.9576609746877116,1.10157910323358,2.463986574125186,0.7417762683781584,3.714357839257751
results-1591,2026-08-24,joint,1.074707463153331,1.0151032864416176,1.1519097297423733,0.924928532593023,1.2541587523274678,0.761236494243604,1.5120347964630336
results-1591,2026-08-24,onsets,1.1431685283126334,1.0585770471380251,1.2405909420781502,0.983593944080444,1.4094820476529553,0.8197890775147268,1.8268285012039625
results-1591,2026-08-24,treatment,1.1266919414556895,1.0648927300731694,1.1939666216347142,0.9814550908518579,1.28175726603515,0.8066367564372305,1.5356405444613943
results-v1.15.0,2026-08-25,cases,1.061037591402676,0.9850042231707667,1.1393267396453273,0.8876536630957584,1.2335452085350518,0.7132375619001338,1.5279949090396086
results-v1.15.0,2026-08-25,confirmed,1.1654126664887796,1.118694695093422,1.2140016144213701,1.065146037612071,1.291221086084854,0.9548016614518285,1.4597485151298681
results-v1.15.0,2026-08-25,confirmed_deaths,0.993171934109786,0.8988691728153639,1.0959012684874438,0.7874796665327612,1.2273385830370975,0.5687257636972293,1.5352423578833092
results-v1.15.0,2026-08-25,deaths,1.338976203532908,1.2146816306200674,1.4716360063739806,1.0845911090334024,1.6690822848469553,0.8091393414099404,2.2239914691783835
results-v1.15.0,2026-08-25,exports,1.617763256058208,1.372977108818914,1.9573515297750539,1.101461322753949,2.463424003379805,0.7415197555462152,3.714344900314882
results-v1.15.0,2026-08-25,joint,1.0351759955235824,0.9790160670980734,1.105240695403606,0.9178915552509113,1.2053654724791778,0.7557048826758765,1.4528031335561071
results-v1.15.0,2026-08-25,onsets,1.0914292931474183,1.0200725487683318,1.1845681771299819,0.9547490158577122,1.3224791650809282,0.8085891918235635,1.7121500158660286
results-v1.15.0,2026-08-25,treatment,1.108142534218393,1.0393335166962778,1.1793002956207215,0.956501696783982,1.2795420951376626,0.7394547416285578,1.50265501836005
results-v1.16.0,2026-08-30,cases,1.0742561557639532,0.9925305113833208,1.1445616478041716,0.9029125412657795,1.233117512291224,0.6892247465983095,1.4886754137838885
results-v1.16.0,2026-08-30,confirmed,1.1729805056582325,1.13287370730495,1.223064240539492,1.082431748734224,1.2943550919825102,0.9677871799850047,1.4562996920478115
results-v1.16.0,2026-08-30,confirmed_deaths,0.9506719303748212,0.8563324368310812,1.0511056948715227,0.7578220456138356,1.1729167570067038,0.5227573025433356,1.5054900011844692
results-v1.16.0,2026-08-30,deaths,1.351223050125961,1.2265425210189873,1.4932067739384207,1.0827494321568125,1.7031497974247771,0.8169547514199325,2.1864627143496156
results-v1.16.0,2026-08-30,exports,1.662746507548853,1.444483752427968,1.9838658505095101,1.1687519347395405,2.41862967886197,0.8420051830130606,3.9136437958454797
results-v1.16.0,2026-08-30,joint,1.0189851259418403,0.9678811012722213,1.0772243610354757,0.8883000733093112,1.1505447538772633,0.7249312709346125,1.3495036536888194
results-v1.16.0,2026-08-30,onsets,1.0403949809125659,0.9803297363920558,1.111248974915198,0.9180251360638795,1.2266491249318303,0.7671692428866936,1.4942748280455165
results-v1.16.0,2026-08-30,treatment,1.1245805423961985,1.0509215861428978,1.1990166176437171,0.9594086169416485,1.3022831115504998,0.7977492683203306,1.6340770364436483
