release,made_date,stream,horizon,target_date,fit,crps,log_crps,dispersion,overprediction,underprediction,coverage_50,coverage_90,bias,n_samples,log_rel_to_baseline
results-1359,2026-07-16,confirmed cases,7,2026-07-23,baseline,234.27354913183137,0.5337798495572816,16.054661322589187,0.0,218.21888780924198,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed cases,7,2026-07-23,frozen,81.45115000000004,0.15045858299905762,80.47115000000001,0.0,0.98,true,true,-0.06499999999999995,200,0.2819
results-1359,2026-07-16,confirmed cases,14,2026-07-30,baseline,530.0707392598915,0.5830286335656449,23.443516673063424,0.0,506.62722258682834,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed cases,14,2026-07-30,frozen,201.07700000000006,0.1685019976282145,198.22699999999998,2.85,0.0,true,true,0.06000000000000005,200,0.289
results-1359,2026-07-16,confirmed cases,21,2026-08-06,baseline,740.8933228831704,0.5663517069957118,27.062853533156975,0.0,713.8304693500133,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed cases,21,2026-08-06,frozen,296.0776000000001,0.15113814645097856,292.4776,3.5999999999999996,0.0,true,true,0.06999999999999995,200,0.2669
results-1359,2026-07-16,confirmed cases,28,2026-08-13,baseline,1068.3234475727718,0.6174311502630493,36.28904782931126,0.0,1032.034399743461,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed cases,28,2026-08-13,frozen,600.118025,0.20027224151213135,562.658025,37.46000000000001,0.0,true,true,0.22999999999999998,200,0.3244
results-1359,2026-07-16,confirmed deaths,7,2026-07-23,baseline,106.55785453389146,0.43441260436771123,7.788119320478356,0.0,98.76973521341307,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed deaths,7,2026-07-23,frozen,208.492175,2.8670577359899974,13.352174999999999,0.0,195.13999999999982,false,true,-0.8700000000000001,200,6.5998
results-1359,2026-07-16,confirmed deaths,14,2026-07-30,baseline,202.54949481296055,0.4300177564652804,9.955373597747597,0.0,192.5941212152132,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed deaths,14,2026-07-30,frozen,276.57242499999995,1.4636337083230377,62.862425,0.0,213.71000000000004,false,true,-0.8,200,3.4037
results-1359,2026-07-16,confirmed deaths,21,2026-08-06,baseline,331.0170255830733,0.4747128343799011,17.353332928356362,0.0,313.663692654717,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed deaths,21,2026-08-06,frozen,369.6423500000001,1.107537658547488,99.69235000000002,0.0,269.95000000000005,false,true,-0.6799999999999999,200,2.3331
results-1359,2026-07-16,confirmed deaths,28,2026-08-13,baseline,580.7020862047228,0.6600022640801108,22.810576090700923,0.0,557.8915101140221,false,false,-1.0,200,1.0
results-1359,2026-07-16,confirmed deaths,28,2026-08-13,frozen,493.2828999999999,1.0324167942854376,159.0729,0.0,334.21,false,true,-0.6599999999999999,200,1.5643
results-1359,2026-07-16,isolation beds,7,2026-07-23,baseline,24.845407955665152,0.03380813527348612,15.98698695836525,0.0,8.85842099729981,true,true,-0.44999999999999996,200,1.0
results-1359,2026-07-16,isolation beds,7,2026-07-23,frozen,54.5024,0.06751272427382016,12.942400000000005,41.559999999999995,0.0,false,true,0.65,200,1.9969
results-1359,2026-07-16,isolation beds,14,2026-07-30,baseline,24.662072000627234,0.03418173684962468,22.768005150349136,0.0,1.8940668502781013,true,true,-0.21999999999999997,200,1.0
results-1359,2026-07-16,isolation beds,14,2026-07-30,frozen,68.796225,0.08738368151283539,17.636225000000007,51.16,0.0,false,true,0.6,200,2.5564
results-1359,2026-07-16,isolation beds,21,2026-08-06,baseline,29.845742918874592,0.0414674576089281,29.619433035520164,0.0,0.2263098833543779,true,true,-0.050000000000000044,200,1.0
results-1359,2026-07-16,isolation beds,21,2026-08-06,frozen,91.39047500000001,0.12038729473767909,22.050474999999995,69.34000000000002,0.0,false,true,0.5900000000000001,200,2.9032
results-1359,2026-07-16,isolation beds,28,2026-08-13,baseline,31.534613406481256,0.042248240035101026,31.116813957315472,0.4177994491656978,0.0,true,true,0.050000000000000044,200,1.0
results-1359,2026-07-16,isolation beds,28,2026-08-13,frozen,78.20524999999999,0.10874007408904923,27.39525,50.81000000000002,0.0,false,true,0.5700000000000001,200,2.5738
results-1359,2026-07-16,recovered,7,2026-07-23,baseline,45.01359581374059,0.3757380125747004,5.9822963905914595,0.0,39.03129942314911,false,false,-0.95,200,1.0
results-1359,2026-07-16,recovered,7,2026-07-23,frozen,43.20194999999998,0.49385354757732736,34.471950000000014,0.0,8.73,true,true,-0.2450000000000001,200,1.3144
results-1359,2026-07-16,recovered,14,2026-07-30,baseline,77.81556200216103,0.367688344738724,9.345603842982062,0.0,68.46995815917894,false,false,-1.0,200,1.0
results-1359,2026-07-16,recovered,14,2026-07-30,frozen,87.36582499999997,0.48541494935437934,84.36582499999999,0.0,3.0,true,true,-0.07000000000000006,200,1.3202
results-1359,2026-07-16,recovered,21,2026-08-06,baseline,143.9366656674781,0.42856226363261346,11.3608078031018,0.0,132.57585786437622,false,false,-1.0,200,1.0
results-1359,2026-07-16,recovered,21,2026-08-06,frozen,169.00315,0.4478645323547268,167.35314999999994,0.0,1.6500000000000004,true,true,-0.050000000000000044,200,1.045
results-1359,2026-07-16,recovered,28,2026-08-13,baseline,242.116475,0.5419875137125588,13.496475000000002,0.0,228.61999999999995,false,false,-1.0,200,1.0
results-1359,2026-07-16,recovered,28,2026-08-13,frozen,257.77957500000014,0.44765203371868934,255.8195749999999,0.0,1.96,true,true,-0.050000000000000044,200,0.8259
results-1391,2026-05-20,confirmed cases,7,2026-05-27,frozen,66.420525,0.5851833675419784,30.300524999999993,36.120000000000005,0.0,false,true,0.775,200,
results-1391,2026-05-20,confirmed cases,14,2026-06-03,frozen,104.05655000000002,0.24076508942761954,88.60655,15.449999999999998,0.0,true,true,0.31999999999999995,200,
results-1391,2026-05-20,confirmed cases,21,2026-06-10,frozen,249.63565000000006,0.2677518363331529,212.35565000000003,37.28,0.0,true,true,0.355,200,
results-1391,2026-05-20,confirmed cases,28,2026-06-17,frozen,638.9123999999999,0.4132779529266033,492.54239999999965,146.37,0.0,true,true,0.43000000000000005,200,
results-1391,2026-05-20,confirmed deaths,7,2026-05-27,frozen,3.309825,0.2353038619381982,3.309825000000002,0.0,0.0,true,true,0.0,200,
results-1391,2026-05-20,confirmed deaths,14,2026-06-03,frozen,15.647849999999998,0.40503244879164546,8.997850000000003,0.0,6.650000000000002,true,true,-0.4650000000000001,200,
results-1391,2026-05-20,confirmed deaths,21,2026-06-10,frozen,37.756,0.4398035577107219,22.896000000000008,0.0,14.86,true,true,-0.44500000000000006,200,
results-1391,2026-05-20,confirmed deaths,28,2026-06-17,frozen,75.01317500000002,0.4837787034096417,44.01317500000001,0.0,30.99999999999999,true,true,-0.43999999999999995,200,
results-1391,2026-05-23,confirmed cases,7,2026-05-30,baseline,81.796775,0.600695058778419,2.436775000000001,0.0,79.36000000000004,false,false,-1.0,200,1.0
results-1391,2026-05-23,confirmed cases,7,2026-05-30,frozen,32.59595,0.2176322845465789,26.42595,0.0,6.169999999999999,true,true,-0.30000000000000004,200,0.3623
results-1391,2026-05-23,confirmed cases,14,2026-06-06,frozen,68.04549999999998,0.1660796069728535,67.5355,0.0,0.51,true,true,-0.06000000000000005,200,
results-1391,2026-05-23,confirmed cases,21,2026-06-13,frozen,205.496625,0.24224669814704025,195.16662499999998,10.33,0.0,true,true,0.15000000000000002,200,
results-1391,2026-05-23,confirmed cases,28,2026-06-20,frozen,421.77200000000016,0.28652365905141464,375.4620000000001,46.31,0.0,true,true,0.29000000000000004,200,
results-1391,2026-05-23,confirmed deaths,7,2026-05-30,baseline,24.8347,1.4256262740222663,0.5447000000000002,0.0,24.29000000000004,false,false,-1.0,200,1.0
results-1391,2026-05-23,confirmed deaths,7,2026-05-30,frozen,11.12,0.5401533692014917,3.2500000000000013,0.0,7.870000000000002,false,true,-0.675,200,0.3789
results-1391,2026-05-23,confirmed deaths,14,2026-06-06,frozen,26.388325000000002,0.4997632534012132,9.558325,0.0,16.83,false,true,-0.5800000000000001,200,
results-1391,2026-05-23,confirmed deaths,21,2026-06-13,frozen,57.495374999999996,0.5507380035276401,21.37537500000001,0.0,36.12,false,true,-0.6399999999999999,200,
results-1391,2026-05-23,confirmed deaths,28,2026-06-20,frozen,78.64724999999999,0.4600574216262331,43.00725,0.0,35.63999999999999,true,true,-0.47,200,
results-1391,2026-05-27,confirmed cases,7,2026-06-03,baseline,178.1926,1.2259641259865899,6.712599999999996,0.0,171.47999999999993,false,false,-1.0,200,1.0
results-1391,2026-05-27,confirmed cases,7,2026-06-03,frozen,134.59655,0.9371881885354486,14.74655,0.0,119.85000000000001,false,true,-0.895,200,0.7644
results-1391,2026-05-27,confirmed cases,14,2026-06-10,frozen,288.993975,0.9469458600549598,34.453975,0.0,254.54000000000008,false,false,-0.9299999999999999,200,
results-1391,2026-05-27,confirmed cases,21,2026-06-17,frozen,317.659125,0.6955011823980946,62.21912500000001,0.0,255.44000000000003,false,true,-0.78,200,
results-1391,2026-05-27,confirmed cases,28,2026-06-24,frozen,358.38687500000003,0.6167120292215681,120.906875,0.0,237.48000000000002,false,true,-0.6100000000000001,200,
results-1391,2026-05-27,confirmed deaths,7,2026-06-03,baseline,33.165350000000004,1.2532771077309837,1.4453500000000008,0.0,31.72000000000002,false,false,-1.0,200,1.0
results-1391,2026-05-27,confirmed deaths,7,2026-06-03,frozen,33.327075,1.5363995574496223,1.8970749999999998,0.0,31.430000000000003,false,false,-0.97,200,1.2259
results-1391,2026-05-27,confirmed deaths,14,2026-06-10,frozen,89.151825,1.7823431062283186,3.491825,0.0,85.65999999999995,false,false,-0.9550000000000001,200,
results-1391,2026-05-27,confirmed deaths,21,2026-06-17,frozen,159.01047499999999,1.727379168940144,7.130475000000002,0.0,151.88,false,false,-0.97,200,
results-1391,2026-05-27,confirmed deaths,28,2026-06-24,frozen,199.939225,1.6516197740369865,11.329225000000001,0.0,188.61000000000007,false,false,-0.8999999999999999,200,
results-1391,2026-06-08,confirmed cases,7,2026-06-15,baseline,18.569575,0.07223798815955829,15.48957500000001,3.08,0.0,true,true,0.29000000000000004,200,1.0
results-1391,2026-06-08,confirmed cases,7,2026-06-15,frozen,77.954575,0.24349911010893383,58.48457500000002,19.470000000000002,0.0,true,true,0.35,200,3.3708
results-1391,2026-06-08,confirmed cases,14,2026-06-22,baseline,26.743724999999998,0.0547816827794142,26.503725000000003,0.0,0.24000000000000002,true,true,-0.08000000000000007,200,1.0
results-1391,2026-06-08,confirmed cases,14,2026-06-22,frozen,260.44697500000007,0.3292448583776064,185.03697500000007,75.41000000000001,0.0,true,true,0.45999999999999996,200,6.0101
results-1391,2026-06-08,confirmed cases,21,2026-06-29,baseline,101.82712500000001,0.16004495705003902,31.72712499999998,0.0,70.09999999999998,false,true,-0.8600000000000001,200,1.0
results-1391,2026-06-08,confirmed cases,21,2026-06-29,frozen,704.9190999999998,0.5437937338849588,322.49909999999994,382.42000000000013,0.0,false,true,0.74,200,3.3978
results-1391,2026-06-08,confirmed cases,28,2026-07-06,frozen,1466.5782,0.623321190588522,814.0781999999999,652.5,0.0,false,true,0.73,200,
results-1391,2026-06-08,confirmed deaths,7,2026-06-15,baseline,15.962125000000002,0.25385508487366426,5.832125000000001,0.0,10.13,false,true,-0.72,200,1.0
results-1391,2026-06-08,confirmed deaths,7,2026-06-15,frozen,16.173924999999997,0.2369820672580224,13.053925000000001,0.0,3.12,true,true,-0.29000000000000004,200,0.9335
results-1391,2026-06-08,confirmed deaths,14,2026-06-22,baseline,37.8107,0.29113622697114155,8.910699999999999,0.0,28.9,false,true,-0.8799999999999999,200,1.0
results-1391,2026-06-08,confirmed deaths,14,2026-06-22,frozen,34.466274999999996,0.20774693983726877,34.416275000000006,0.0,0.05,true,true,-0.030000000000000027,200,0.7136
results-1391,2026-06-08,confirmed deaths,21,2026-06-29,baseline,153.53085000000002,0.8052756217755113,8.250849999999998,0.0,145.28,false,false,-1.0,200,1.0
results-1391,2026-06-08,confirmed deaths,21,2026-06-29,frozen,87.95162499999998,0.2454199516320812,87.58162499999997,0.37,0.0,true,true,0.020000000000000018,200,0.3048
results-1391,2026-06-08,confirmed deaths,28,2026-07-06,frozen,179.25442499999986,0.23064950015505992,168.61442500000018,10.64,0.0,true,true,0.27,200,
results-1391,2026-06-08,isolation beds,7,2026-06-15,baseline,49.4464,0.14775580919835685,13.036399999999997,0.0,36.410000000000004,false,true,-0.8300000000000001,200,1.0
results-1391,2026-06-08,isolation beds,7,2026-06-15,frozen,30.992024999999998,0.07934062385377022,29.902025000000005,1.09,0.0,true,true,0.10999999999999999,200,0.537
results-1391,2026-06-08,isolation beds,14,2026-06-22,baseline,51.190425,0.15701354838714815,22.64042500000001,0.0,28.549999999999997,false,true,-0.6000000000000001,200,1.0
results-1391,2026-06-08,isolation beds,14,2026-06-22,frozen,47.12294999999999,0.10829714004886357,42.07295000000002,5.050000000000001,0.0,true,true,0.21499999999999997,200,0.6897
results-1391,2026-06-08,isolation beds,21,2026-06-29,baseline,261.36627500000003,0.5914412713442494,23.886275000000012,0.0,237.48000000000005,false,false,-1.0,200,1.0
results-1391,2026-06-08,isolation beds,21,2026-06-29,frozen,95.618975,0.19107559235774546,46.378975000000004,0.0,49.23999999999999,false,true,-0.55,200,0.3231
results-1391,2026-06-08,isolation beds,28,2026-07-06,baseline,312.650875,0.6537792879852931,28.210874999999994,0.0,284.44,false,false,-1.0,200,1.0
results-1391,2026-06-08,isolation beds,28,2026-07-06,frozen,136.76027499999998,0.2538296428076506,47.830275,0.0,88.92999999999999,false,true,-0.6599999999999999,200,0.3882
results-1391,2026-06-08,recovered,7,2026-06-15,frozen,23.278149999999997,0.4745136738080383,16.318150000000003,6.96,0.0,true,true,0.43000000000000005,200,
results-1391,2026-06-08,recovered,14,2026-06-22,frozen,65.2654,0.4074138420105943,55.03540000000003,10.229999999999999,0.0,true,true,0.32499999999999996,200,
results-1391,2026-06-08,recovered,21,2026-06-29,frozen,122.99897499999997,0.4585252887610105,91.61897499999999,31.38,0.0,true,true,0.42000000000000004,200,
results-1391,2026-06-08,recovered,28,2026-07-06,frozen,267.0248999999999,0.49496950825180297,202.87490000000003,64.15,0.0,true,true,0.45999999999999996,200,
results-1391,2026-07-18,confirmed cases,7,2026-07-25,baseline,129.31756794055966,0.25871383004680126,16.633158480277473,0.0,112.68440946028201,false,false,-0.98,200,1.0
results-1391,2026-07-18,confirmed cases,7,2026-07-25,frozen,84.9582,0.1360056612350543,84.63820000000001,0.32,0.0,true,true,0.040000000000000036,200,0.5257
results-1391,2026-07-18,confirmed cases,14,2026-08-01,baseline,293.76366286645816,0.3061152821177915,25.38039518286227,0.0,268.3832676835957,false,false,-1.0,200,1.0
results-1391,2026-07-18,confirmed cases,14,2026-08-01,frozen,201.63487499999997,0.16074069425654325,187.32487500000005,14.309999999999999,0.0,true,true,0.18000000000000005,200,0.5251
results-1391,2026-07-18,confirmed cases,21,2026-08-08,baseline,540.5329768293886,0.3928837469127021,31.54025710130583,0.0,508.9927197280826,false,false,-1.0,200,1.0
results-1391,2026-07-18,confirmed cases,21,2026-08-08,frozen,453.6858500000001,0.21799533163076917,395.60585,58.079999999999984,0.0,true,true,0.22499999999999998,200,0.5549
results-1391,2026-07-18,confirmed cases,28,2026-08-15,baseline,880.7771636424247,0.47964115316767064,42.56268993414299,0.0,838.2144737082813,false,false,-1.0,200,1.0
results-1391,2026-07-18,confirmed cases,28,2026-08-15,frozen,704.7576249999997,0.22511560171297396,667.8176249999996,36.940000000000005,0.0,true,true,0.17000000000000004,200,0.4693
results-1391,2026-07-18,confirmed deaths,7,2026-07-25,baseline,49.86008474334153,0.18714743725093347,8.046106381627085,0.0,41.81397836171447,false,false,-0.95,200,1.0
results-1391,2026-07-18,confirmed deaths,7,2026-07-25,frozen,202.520175,2.8720018381771286,13.540174999999996,0.0,188.97999999999988,false,true,-0.895,200,15.3462
results-1391,2026-07-18,confirmed deaths,14,2026-08-01,baseline,101.24359450088109,0.20615400346381596,10.992057339001898,0.0,90.25153716187911,false,false,-0.96,200,1.0
results-1391,2026-07-18,confirmed deaths,14,2026-08-01,frozen,231.965575,1.4078964278681998,73.04557500000001,0.0,158.92000000000007,false,true,-0.69,200,6.8293
results-1391,2026-07-18,confirmed deaths,21,2026-08-08,baseline,235.3955820996436,0.3295715182253721,23.298056474782182,0.0,212.09752562486133,false,false,-0.99,200,1.0
results-1391,2026-07-18,confirmed deaths,21,2026-08-08,frozen,305.65655,0.9571930128204151,129.94655000000006,0.0,175.71,false,true,-0.5700000000000001,200,2.9044
results-1391,2026-07-18,confirmed deaths,28,2026-08-15,baseline,485.56258171546705,0.5138932233907123,25.45722130026469,0.0,460.1053604152021,false,false,-1.0,200,1.0
results-1391,2026-07-18,confirmed deaths,28,2026-08-15,frozen,399.229875,0.8263665646424554,228.38987500000002,0.0,170.84,false,true,-0.5,200,1.6081
results-1391,2026-07-18,isolation beds,7,2026-07-25,baseline,25.260255385508096,0.034110054528234623,17.548060013795002,0.0,7.712195371713163,true,true,-0.44999999999999996,200,1.0
results-1391,2026-07-18,isolation beds,7,2026-07-25,frozen,47.740550000000006,0.059074717618849235,11.020550000000007,36.72,0.0,false,true,0.6699999999999999,200,1.7319
results-1391,2026-07-18,isolation beds,14,2026-08-01,baseline,26.888655213211145,0.037760199238051295,22.790606784043252,4.0980484291679256,0.0,true,true,0.29000000000000004,200,1.0
results-1391,2026-07-18,isolation beds,14,2026-08-01,frozen,103.42032499999999,0.1359174533550987,14.980325,88.44,0.0,false,true,0.7,200,3.5995
results-1391,2026-07-18,isolation beds,21,2026-08-08,baseline,29.219798655158826,0.04215689783758818,28.30199825766791,0.0,0.917800397490937,true,true,-0.1299999999999999,200,1.0
results-1391,2026-07-18,isolation beds,21,2026-08-08,frozen,80.8682,0.10679628488044812,21.188199999999995,59.680000000000014,0.0,false,true,0.56,200,2.5333
results-1391,2026-07-18,isolation beds,28,2026-08-15,baseline,31.178648236862685,0.04333959211501717,31.134818176989395,0.0,0.043830059873324674,true,true,-0.020000000000000018,200,1.0
results-1391,2026-07-18,isolation beds,28,2026-08-15,frozen,79.097875,0.10920579855923257,27.667874999999995,51.43,0.0,false,true,0.51,200,2.5198
results-1391,2026-07-18,recovered,7,2026-07-25,baseline,27.316572470064255,0.2170521022867568,6.627024489042372,20.689547981021892,0.0,false,true,0.8200000000000001,200,1.0
results-1391,2026-07-18,recovered,7,2026-07-25,frozen,46.68132499999999,0.43340365733318853,44.92132500000002,1.76,0.0,true,true,0.11499999999999999,200,1.9968
results-1391,2026-07-18,recovered,14,2026-08-01,baseline,16.540607669666212,0.07463558319535159,9.230952548520333,0.0,7.309655121145937,false,true,-0.54,200,1.0
results-1391,2026-07-18,recovered,14,2026-08-01,frozen,100.46790000000004,0.4280554138855015,98.6379,1.83,0.0,true,true,0.09999999999999998,200,5.7353
