release,date,fit,median,lo30,hi30,lo60,hi60,lo90,hi90
results-v1.12.0,2026-08-01,exports,41597.9901899449,20297.211590948722,82546.99722281894,11016.020925838304,199032.32487217273,3274.3623065936513,1.2918977705269647e6
results-v1.12.0,2026-08-01,joint,7436.739403108157,6906.9694933237915,8027.700309775801,6375.31940290521,8993.297370648097,5702.203615594053,11219.470237350295
results-v1.12.0,2026-08-01,treatment,10094.288551354435,9079.514263123074,11572.803154528454,8112.853732698976,14504.580326334708,6909.878653774402,25317.20726214864
results-1462,2026-08-02,cases,28045.5404447021,25075.909485793032,32457.3086769133,22771.509233506942,40420.93860958444,20451.076666265795,73554.14114518999
results-1462,2026-08-02,confirmed,47080.63006309187,40848.68573046994,56149.72853580295,34937.90196853233,71322.14100423193,28773.48087226751,116070.18267652478
results-1462,2026-08-02,confirmed_deaths,42963.903730636805,35708.09953086655,51641.941149082675,28152.039549506528,65977.3159636964,19534.003726800824,113629.42635818246
results-1462,2026-08-02,deaths,31913.58073493264,26865.804023424913,38162.39930301199,22258.75465763311,48414.97616481947,17396.896370151564,69081.30431319444
results-1462,2026-08-02,exports,35371.478253594745,18549.11276731638,71323.63236362625,8809.892878874609,172852.3050825759,2971.419630282304,1.3207107085483067e6
results-1462,2026-08-02,joint,8296.39954217067,7743.454912604292,9018.719435550725,7162.91131139563,9859.209270472991,6275.101378972218,11929.106774430555
results-1462,2026-08-02,onsets,30780.029163821775,24272.736614177913,39829.46363066617,18452.479750243307,57154.7768113606,12040.894157477536,101542.11225046778
results-1462,2026-08-02,treatment,10303.518847973646,9143.877594165879,11645.912192742459,8168.5677568298115,14114.384664548996,7111.18335403793,21784.91154145108
results-1469,2026-08-03,cases,28221.893222961535,25597.70439835873,32217.157156729532,23257.235332308213,40333.87804671057,21204.386741557333,72142.62754407007
results-1469,2026-08-03,confirmed,47871.57224996998,41269.79845062731,56132.02176359396,35615.46609527865,68685.27789587929,29763.67150170415,107130.73449565639
results-1469,2026-08-03,confirmed_deaths,43532.02124357778,35632.99717118512,54728.997078207714,27989.425555441994,70566.281342845,18545.80589854064,109487.12807584889
results-1469,2026-08-03,deaths,32825.84721873155,27525.810415325468,39217.46868480473,22801.420443211013,49985.1203487352,17793.95424650836,71864.6322153842
results-1469,2026-08-03,exports,36612.095206696686,19104.322091867878,74369.67909028806,9091.754185511127,183309.65262545156,2992.2986142273944,1.4370951106793357e6
results-1469,2026-08-03,joint,8139.400409958752,7538.18012775306,8811.350000626722,6956.241925816223,9763.297005845105,6243.788346889409,12274.662082931776
results-1469,2026-08-03,onsets,31174.23412132704,24557.74275155793,40455.53827920506,18658.066751560804,57646.21287577754,12159.545539852617,102594.19123768475
results-1469,2026-08-03,treatment,10446.492427108622,9360.557147833515,11914.276578784706,8368.955094392759,14642.048362796864,7107.774265719871,26837.529497045038
results-1479,2026-08-04,cases,28035.203052428595,25684.34712538932,31421.26037731791,23834.15347160174,39776.45999459138,21380.517171600637,74965.26215699302
results-1479,2026-08-04,confirmed,48020.638493954306,41702.6819143683,56882.192084101014,36190.521320262866,73545.56280176922,29781.97900650349,119911.785379814
results-1479,2026-08-04,confirmed_deaths,44307.16394775109,36772.71054269683,53829.6576641475,29211.5745223245,69275.09165619174,20785.673281218184,103004.4188072202
results-1479,2026-08-04,deaths,33699.77772334368,28249.00112042505,40419.804096881635,23298.380858679127,51345.41065457313,18164.89457518134,74742.29306122435
results-1479,2026-08-04,exports,34948.47364406286,20274.881044707054,76700.20776147643,9620.010891593556,202150.20251441997,3335.870461305881,1.5257091150401537e6
results-1479,2026-08-04,joint,8453.36970390911,7821.512228541026,9278.496334383293,7141.5181591902165,10562.676101778261,6358.199279936158,12854.511100293097
results-1479,2026-08-04,onsets,31450.841047301667,24364.882309499153,39525.19438955507,18105.054489045448,53464.77618330063,12221.456040739207,91956.9257990692
results-1479,2026-08-04,treatment,10558.2598267717,9513.267177021773,11994.413428797623,8428.199584250835,14917.008223572437,7344.924225396559,24832.264174572872
results-1489,2026-08-07,cases,30052.98886248998,26842.583107218616,35137.27120276766,24584.02552600979,44251.66700549432,22210.979292331136,74314.80544135245
results-1489,2026-08-07,confirmed,50721.00287503231,43814.748543109876,60545.61324962838,38606.1415460514,77259.22781759605,31603.980173569096,128881.53340588749
results-1489,2026-08-07,confirmed_deaths,47781.59906942186,39679.17995443368,57244.645283406266,31532.357191167892,70550.07809000582,22163.197746342852,103026.87706897571
results-1489,2026-08-07,deaths,36439.401913934606,30404.638437344074,43793.0461641174,25035.92419390943,56528.002723984,19085.474237278595,84142.75647298241
results-1489,2026-08-07,exports,49805.627226710574,22072.336749436377,106642.15741575824,9135.717341307138,279728.8800149107,2869.4637969614837,1.882995586570122e6
results-1489,2026-08-07,joint,8765.058827323373,8038.906728189515,9586.42157215468,7408.682217503206,10677.664569615743,6564.212590021356,13283.901241421172
results-1489,2026-08-07,onsets,30041.69005373369,23202.88447091303,38453.66241756627,17497.57474346004,53963.84975878283,11406.489068674491,96369.09798378288
results-1489,2026-08-07,treatment,11287.05628089263,9975.413050360956,12961.287576434612,8821.14054759365,15732.259573174002,7410.327976233086,27520.24061552186
results-v1.13.2,2026-08-11,cases,31457.96234024687,28605.124155621677,36432.20604676851,26104.04033261274,44751.72611592557,23440.112852025977,78721.79550298007
results-v1.13.2,2026-08-11,confirmed,55136.70178982551,47986.99546029857,63452.64345535629,41923.87616387683,80877.233078283,33798.290209685954,136872.45905973134
results-v1.13.2,2026-08-11,confirmed_deaths,53520.417973591466,42896.18628560612,64099.29439948733,35629.52573886503,81259.20211860424,25287.095556407483,127278.09446415822
results-v1.13.2,2026-08-11,deaths,39792.62432140787,32899.90121529506,49326.9389276328,27310.18063310667,65123.55626043676,19741.012184497216,113410.82823024847
results-v1.13.2,2026-08-11,exports,53547.95802380935,24612.450306269253,122567.56607361928,11842.92340455472,325103.8141536577,3316.1868971128592,3.2928629882243737e6
results-v1.13.2,2026-08-11,joint,9415.039880441982,8570.325710723686,10324.43207798427,7878.001039914683,11543.299919175002,6990.817451206215,14550.117427296123
results-v1.13.2,2026-08-11,onsets,31182.17204270785,25342.658403506626,41488.66108111494,19025.098330184155,57115.13914312847,12271.708341039894,101964.51897251578
results-v1.13.2,2026-08-11,treatment,11621.681364752289,10555.11894378691,13058.380559308436,9508.769424643506,15663.596900531738,8065.821132915436,24816.69280728171
results-1505,2026-08-15,cases,34803.70566889818,30917.087291645148,40375.13687771199,27690.35114129619,51525.24308631574,24712.32394547317,98514.89079621164
results-1505,2026-08-15,confirmed,57159.05231482405,50178.813254677465,65703.90308358255,43572.660186709836,84270.22661452205,35272.59296438138,142549.79600672374
results-1505,2026-08-15,confirmed_deaths,57835.98618837125,49860.14797060276,68497.39467744122,40748.28699491873,86325.91431715079,28063.441647691143,133000.64367389394
results-1505,2026-08-15,deaths,46656.1241271234,37070.19406451822,56800.56891937842,29180.515687310177,73917.94602326662,20067.046204700655,126298.2788555094
results-1505,2026-08-15,exports,58084.16023050142,26440.35164877244,130690.69671917689,10943.21983443832,375903.1874282204,3184.4924722931232,3.11655332752548e6
results-1505,2026-08-15,joint,11058.748459425806,10171.539630618612,12058.126677587697,9241.213759208453,13333.493661581195,7982.730067594221,16383.002289000091
results-1505,2026-08-15,onsets,44850.252467222075,35012.91318059162,59906.57820183969,26129.673054933726,85154.86930513705,17013.77274609757,137206.50380370626
results-1505,2026-08-15,treatment,12361.31893917275,10949.065306564851,14264.470515507057,9823.626529052011,17322.455842484305,8335.532538561285,30398.339541369478
results-1527,2026-08-17,cases,35859.21057364165,31897.86415362252,41685.423856093534,28513.892563987778,53331.20956469114,25233.389790228757,101250.33981844426
results-1527,2026-08-17,confirmed,57890.231149435625,51149.366806370585,70061.32040772596,44392.19340907172,87316.80581045145,35905.3570382629,153743.42635259195
results-1527,2026-08-17,confirmed_deaths,59616.46115660604,50340.261528383344,71841.4517372447,40976.095782191405,91148.57795924226,28758.981280978347,141170.24977756507
results-1527,2026-08-17,deaths,49018.85611658996,39040.00262328827,60249.64088344111,30212.085896255645,79641.6699555305,20357.358554679722,137418.60768913923
results-1527,2026-08-17,exports,64014.42580878602,31480.02611447595,149037.3349707862,13039.56752748153,459096.9845949942,3676.0591280715275,5.068573269528306e6
results-1527,2026-08-17,joint,11480.256146319427,10409.23174094001,12503.56577504316,9398.10857218805,14364.332694237248,8360.028990818018,17619.569501139
results-1527,2026-08-17,onsets,46610.39766125438,36695.41924539344,63371.17370008012,26870.261514768143,89187.48891366586,17683.902588142766,145628.1664627715
results-1527,2026-08-17,treatment,12964.295366539533,11414.886791304794,14626.729914012063,10191.013870117982,17938.817827084018,8479.20772692903,27199.750567040013
results-1573,2026-08-22,cases,37894.68787252992,34228.29200277054,44392.94173514617,31030.40025194201,54905.0730371079,26983.84999323301,104774.7495261627
results-1573,2026-08-22,confirmed,63722.572994779606,54767.96600563968,78417.5944685635,47831.07687591846,99164.547653366,40158.082233787296,176929.48802011678
results-1573,2026-08-22,confirmed_deaths,64346.78009347134,53766.81310795601,77326.2112201507,45431.41019311488,95200.31494971133,32837.26454950291,144915.43913845692
results-1573,2026-08-22,deaths,53870.61395285837,44406.26341719875,67669.20409736267,35027.86422978691,89773.2854124713,23835.5252110963,164596.25962613485
results-1573,2026-08-22,exports,84923.58047084213,36576.51513868825,193468.82422120613,14229.397201561065,696295.3158600043,3136.722789486511,1.6132305124975594e7
results-1573,2026-08-22,joint,12397.774829394435,11458.836665458575,13397.97868863304,10539.354503962526,15055.4701597018,9149.398717094879,18940.65825583132
results-1573,2026-08-22,onsets,41792.29300519734,32062.440305868105,53896.99641602732,24361.402095199574,72354.3538282899,15861.8465006016,126315.94390860006
results-1573,2026-08-22,treatment,13696.612332184279,12207.355660422778,15578.305035546637,10899.558444789287,18873.04691645968,9227.344474479765,30879.157003306733
results-1591,2026-08-24,cases,39044.119610108246,35233.03733711089,45779.07170016419,31819.166775791397,56650.96388877551,27558.578593676484,108552.25788361173
results-1591,2026-08-24,confirmed,67415.7189950781,58682.89907702146,79875.56980902438,50896.23085469585,101380.24750075795,43213.493995286866,190902.87531227223
results-1591,2026-08-24,confirmed_deaths,65220.67997023911,55679.0625045589,76699.46226201975,45742.623919916696,100117.30343881925,32486.540840486232,138632.75720977664
results-1591,2026-08-24,deaths,57013.53494891293,46448.294907918505,71574.9945046241,36248.14779691585,95736.68414147344,24490.566122472315,180171.89299396696
results-1591,2026-08-24,exports,80001.40089622994,34566.894142739926,226641.21402598574,12902.26791750352,685344.5581587175,2866.449026122218,8.250875344907905e6
results-1591,2026-08-24,joint,11945.288171625194,10891.551802474012,13114.850278539889,9777.994878084923,14848.559682917896,8574.760527625956,17885.62801187181
results-1591,2026-08-24,onsets,36201.228682439374,27986.240304175313,47759.557726530154,20867.205073677495,65193.98600477351,13802.880182077557,116241.60603858746
results-1591,2026-08-24,treatment,14247.552286276365,12552.243879168927,16203.071170527644,11320.468424565468,19966.412647227455,9616.30298868888,34545.26411087022
results-v1.15.0,2026-08-25,cases,39606.03359799541,35773.254244895565,46494.994061097845,32138.68719547114,57563.91500102272,27847.789124747036,110478.13147373692
results-v1.15.0,2026-08-25,confirmed,67244.46877046468,58452.41035065161,80089.77639264632,50862.18114307611,105879.159374276,41546.798882032206,199965.468453678
results-v1.15.0,2026-08-25,confirmed_deaths,66023.63194983942,55859.352903956875,78472.73686472386,46802.88145434396,95904.15311448957,32464.17649906954,144290.68803409333
results-v1.15.0,2026-08-25,deaths,58695.26559274977,47573.876341561976,73477.74128254858,36911.89020657606,99061.21595278979,25028.51170494514,189135.74016843332
results-v1.15.0,2026-08-25,exports,82818.77049080061,35614.75379002104,235705.6357706868,13143.509146956685,729087.9545932908,2895.0262769424708,8.984440624987384e6
results-v1.15.0,2026-08-25,joint,12144.1369436417,11195.398310034727,13534.6659074454,10215.891952300737,15026.922839091916,8863.23417508376,18196.897101026956
results-v1.15.0,2026-08-25,onsets,37016.23501589899,28693.09217122039,46887.652098663384,22280.708573526303,63542.04253157622,14009.005035269729,109478.8317019192
results-v1.15.0,2026-08-25,treatment,14348.473981925268,12641.56697617146,16479.016591147585,11323.649671945259,20699.673601254108,9588.229420118018,35222.158237120835
results-v1.16.0,2026-08-30,cases,43018.770629683975,38112.11559920303,50320.116333756814,33578.15306465406,63785.98987446717,28178.00964391544,122380.35741511591
results-v1.16.0,2026-08-30,confirmed,73692.24278148268,63855.978761816936,86243.66567304943,56052.4713335427,109176.9036305665,45442.12593215825,187063.84949639518
results-v1.16.0,2026-08-30,confirmed_deaths,70405.38888786428,61030.04099280272,84806.50000736499,49839.55808124205,104008.65483581417,36381.12500952751,150550.00139096694
results-v1.16.0,2026-08-30,deaths,68525.88789819548,53596.23337706318,89632.47733920361,39454.920621375524,122150.29699577065,23739.088649543562,249611.16703412266
results-v1.16.0,2026-08-30,exports,106899.66079349212,47892.6092898597,281767.2937365077,18328.452930556323,917476.6356234751,3390.4023248822264,1.475477350301168e7
results-v1.16.0,2026-08-30,joint,12682.127495278266,11665.825404928766,14054.516227882443,10622.454131718117,15715.568759829432,9087.67942759482,19365.99539605593
results-v1.16.0,2026-08-30,onsets,36765.731390692206,28777.631313598526,48341.850753964216,22184.42899645251,66631.80286652654,13915.518292475022,112670.74370330104
results-v1.16.0,2026-08-30,treatment,15330.983547350406,13725.399573836183,17651.693256049173,12196.726376369155,21793.824466900747,10522.520582787003,37394.53544305568
