sitrep,report_date,province,patients_isolated,patients_isolated_normed,beds,occupancy_rate_pct,admissions_24h,discharges_24h,recovered_24h,deaths_incare_24h,source_section,quote
085,2026-08-07,Ituri,595,,860,69.2,85,73,14,,1.6.1 Continuite des soins prose,"En Ituri: Les CTE/CT ont enregistre 85 admissions et 73 sorties, dont 14 gueris; l occupation atteint 595 patients pour 860 lits (69,2%), avec saturation des CTE de Rwampara, ISTM et Nizi"
085,2026-08-07,Nord-Kivu,,,,,37,,4,8,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 247 admissions cumulees dans les CTE/CT, dont 200 cas confirmes, pour une mortalite intra-CTE de 39%; 37 admissions, 4 gueris et 8 deces notifies ce jour (no current isolement census or total sorties printed)"
086,2026-08-08,Ituri,501,,840,60,73,82,21,,1.6.1 Continuite des soins prose,"En Ituri: Les CTE/CT ont enregistre 73 admissions et 82 sorties, dont 21 gueris; l occupation atteint 501 patients pour 840 lits (60%), avec saturation des CTE de Rwampara, ISTM et Nizi et du CT de Bambu"
086,2026-08-08,Nord-Kivu,,,,,66,,0,6,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 239 admissions cumulees dans les CTE/CT, dont 208 cas confirmes, pour une mortalite intra-CTE de 39%; 66 admissions, aucun gueri ce jour tandis que 6 deces intra-CTE ont ete rapporte (no current isolement census or total sorties printed)"
087,2026-08-09,Ituri,508,,840,61,82,75,17,,1.6.1 Continuite des soins prose,"En Ituri: Les CTE/CT ont enregistre 82 admissions et 75 sorties, dont 17 gueris; l occupation atteint 508 patients pour 840 lits (61%) specifiquement en Ituri, avec saturation des CTE de Rwampara, ISTM et Nizi et du CT de Bambu"
087,2026-08-09,Nord-Kivu,,,,,48,,3,5,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 232 admissions cumulees dans les CTE/CT, dont 212 cas confirmes, pour une mortalite intra-CTE de 39%; 48 admissions et 3 gueris ce jour tandis que 5 deces intra-CTE ont ete rapportes (no current isolement census or total sorties printed)"
088,2026-08-10,Ituri,417,,845,49.3,78,63,16,,1.6.1 Continuite des soins prose,"En Ituri: Les CTE/CT ont enregistre 78 admissions et 63 sorties, dont 16 gueris au cours des dernieres 24h; l occupation atteint 417 patients pour 845 lits (49,3%) specifiquement en Ituri, avec saturation des CTE de Rwampara, ISTM et Nizi et du CT de Nia-Nia"
088,2026-08-10,Nord-Kivu,,,,,47,,1,7,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 215 admissions cumulees dans les CTE/CT, dont 212 cas confirmes, pour une mortalite intra-CTE de 40%; 47 admissions et 1 gueri ce jour tandis que 7 deces intra-CTE ont ete rapportes (no current isolement census or total sorties printed)"
089,2026-08-11,Ituri,375,,845,44.4,52,,29,,1.6.1 Continuite des soins prose,"En Ituri, 31 ambulances disponibles sur 33 affectees a la riposte, 30 courses realisees avec succes (100%). Les CTE/CT ont enregistre 52 admissions et 29 gueris au cours des dernieres 24h; l occupation atteint 375 patients pour 845 lits (44,4%) specifiquement en Ituri, avec saturation des CTE de ..."
089,2026-08-11,Nord-Kivu,176,,,,52,8,2,6,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 219 admissions cumulees dans les CTE/CT, pour une mortalite intra-CTE de 42%; 52 admissions du jour (4 confirmes et 48 suspects), 2 gueris et 6 deces intra-CTE, pour 176 malades en hospitalisation (25 confirmes et 151 suspects)"
089,2026-08-11,Sud-Kivu,13,,,,,,,,1.6.1 Continuite des soins prose,"19 patients y sont hospitalises, respectivement 13 au Sud-Kivu et 9 au Tshopo (13+9=22, inconsistent with the printed headline of 19 - recorded as printed per province)"
089,2026-08-11,Tshopo,9,,,,,,,,1.6.1 Continuite des soins prose,"19 patients y sont hospitalises, respectivement 13 au Sud-Kivu et 9 au Tshopo (13+9=22, inconsistent with the printed headline of 19 - recorded as printed per province)"
090,2026-08-12,Ituri,438,,973,45,83,,42,,1.6.1 Continuite des soins prose,"En Ituri, Les CTE/CT ont enregistre 83 admissions et 42 gueris au cours des dernieres 24h; l occupation atteint 438 patients pour 973 lits (45%), soit 179 confirmes sur 496 lits (36,1%) et 259 suspects sur 477 lits (54,3%)"
090,2026-08-12,Nord-Kivu,180,,,,63,51,5,10,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 231 admissions cumulees dans les CTE/CT; 63 admissions du jour (6 confirmes et 57 suspects), 5 gueris, 10 deces et 36 suspects non-cas. Ainsi, 180 malades en hospitalisation (24 confirmes et 146 suspects)"
090,2026-08-12,Haut-Uele,53,,78,67.9,11,,4,,1.6.1 Continuite des soins prose,"Au Haut-Uele, 11 nouvelles admissions (1 confirme et 10 suspects) ont ete enregistrees a Boma Mangbetu et 4 gueris ont ete decharges au CTH d Isiro; 53 patients sont hospitalises (31 confirmes et 22 suspects) dans les ESS pour 78 lits montes (67,9%)"
090,2026-08-12,Tshopo,5,,12,41.7,2,,,,1.6.1 Continuite des soins prose,"A la Tshopo, 2 nouvelles admissions (1 confirme et 1 suspect) portent a 5 le nombre de patients en isolement sur 12 lits (41,7%)"
090,2026-08-12,Sud-Kivu,11,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 11 cas suspects sont suivis en hospitalisation (7 a Katana et 4 a Miti-Murhesa)"
091,2026-08-13,Ituri,528,,985,53.6,108,,11,,1.6.1 Continuite des soins prose,"En Ituri, Les CTE/CT ont enregistre 108 admissions et 11 gueris au cours des dernieres 24h; l occupation atteint 528 patients pour 985 lits (53,6%), soit 245 confirmes sur 489 lits (50,1%) et 283 suspects sur 496 lits (57,0%)"
091,2026-08-13,Nord-Kivu,151,,206,73.3,48,34,0,3,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 48 nouvelles admissions (2 confirmes au CTE de Katwa et 46 suspects), pour 34 sorties dont 31 non-cas, aucun gueri et 3 deces parmi les suspects (1 a Kyondo et 2 a Masereka). Ainsi, 151 malades sont en hospitalisation (25 confirmes et 126 suspects) pour 206 lits (73,3%)"
091,2026-08-13,Haut-Uele,56,,84,,4,,0,2,1.6.1 Continuite des soins prose,"Au Haut-Uele, 4 nouvelles admissions (2 confirmes a Isiro et 2 suspects) et aucun gueri n a ete decharge; 56 patients sont hospitalises (33 confirmes et 23 suspects) pour 84 lits montes (46 pour les confirmes et 38 pour les suspects). Deux deces confirmes sont survenus en CTE (1 a Boma Mangbetu e..."
091,2026-08-13,Tshopo,8,,12,66.7,6,,,,1.6.1 Continuite des soins prose,"A la Tshopo, 6 nouvelles admissions (1 confirme et 5 suspects) portent a 8 le nombre de patients en isolement sur 12 lits (66,7%)"
092,2026-08-14,Ituri,545,,991,55.0,88,83,27,,1.6.1 Continuite des soins prose,"En Ituri, Les CTE/CT ont enregistre 88 admissions, 27 gueris et 83 sorties au cours des dernieres 24h; l occupation atteint 545 patients pour 991 lits (55,0%), soit 243 confirmes sur 497 lits (48,9%) et 297 suspects sur 494 lits (60,1%)"
092,2026-08-14,Nord-Kivu,165,,206,80.1,56,42,3,2,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 56 nouvelles admissions (7 confirmes, dont 6 au CTE de Katwa et 1 a Vuhovi, et 49 suspects), pour 42 sorties dont 37 non-cas, 3 gueris et 2 deces confirmes (1 a Katwa et 1 a Vuhovi). Ainsi, 165 malades sont en hospitalisation (31 confirmes et 134 suspects) pour 206 lits (80,1%)"
092,2026-08-14,Haut-Uele,61,,84,,13,,0,,1.6.1 Continuite des soins prose,"Au Haut-Uele, 13 nouvelles admissions (4 confirmes et 9 suspects) et aucun gueri n a ete decharge; 61 patients sont hospitalises (37 confirmes et 24 suspects) pour 84 lits montes (46 pour les confirmes et 38 pour les suspects)"
092,2026-08-14,Sud-Kivu,6,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 6 cas suspects sont suivis a l isolement de la ZS de Katana (FOMULAC); aucun cas confirme n est admis au CTE et la province totalise 65 jours sans nouveau cas confirme depuis le 10 juin 2026"
093,2026-08-15,Ituri,548,,991,55.3,116,116,34,23,1.5.1 Continuite des soins prose,"En Ituri, Les CTE/CT ont enregistre 116 nouvelles admissions et 116 sorties dont 34 gueris, 51 non-cas, 8 evades et 23 deces (dont 11 confirmes). L occupation atteint 548 patients pour 991 lits (55,3%), soit 236 confirmes sur 497 lits (47,5%) et 312 suspects sur 494 lits (63,2%)"
093,2026-08-15,Nord-Kivu,170,,206,82.5,32,42,0,5,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 32 nouvelles admissions (1 confirme au CTE de Katwa et 31 suspects), pour 42 sorties dont 36 non-cas, 1 evade a Masereka et 5 deces dont 3 confirmes. Ainsi, 170 malades sont hospitalises (28 confirmes et 142 suspects) pour 206 lits, soit une occupation de 82,5%"
093,2026-08-15,Tshopo,8,,12,66.7,1,,,,1.5.1 Continuite des soins prose,"A la Tshopo, une nouvelle admission a ete enregistree (femme de 29 ans, ZS de Kabondo) et 8 patients sont en isolement au CTE HC de Kisangani (3 confirmes et 5 suspects) pour 12 lits, soit 66,7% d occupation"
093,2026-08-15,Sud-Kivu,7,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 7 cas suspects sont suivis a l isolement de la ZS de Katana (FOMULAC); aucun cas confirme n est admis au CTE"
094,2026-08-16,Ituri,577,,991,58.2,127,98,18,,1.6.1 Continuite des soins prose,"En Ituri, Les CTE/CT ont enregistre 127 nouvelles admissions toutes suspectes, dont 7 en phase avancee et 98 sorties dont 18 gueris. Ainsi, 577 patients sont hospitalises (235 confirmes et 342 suspects) pour 991 lits, soit un taux d occupation global de 58,2%"
094,2026-08-16,Nord-Kivu,170,,206,82.5,48,48,2,,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 48 nouvelles admissions (3 confirmes et 45 suspects), pour 48 sorties dont 2 gueris au CTE de Kitatumba. Ainsi, 170 malades sont hospitalises (32 confirmes et 138 suspects) pour 206 lits, soit un taux d occupation global de 82,5%"
094,2026-08-16,Tshopo,5,,12,41.7,2,5,0,1,1.6.1 Continuite des soins prose,"A la Tshopo, deux nouvelles admissions ont ete enregistrees au CTE HC de Kisangani (un cas confirme/PPL) et un cas suspect, pour 4 sorties non-cas et 1 deces confirme survenu sur un tableau d anemie severe (total sorties=5). Cinq patients sont en isolement au CTE HC de Kisangani pour 12 lits, soi..."
095,2026-08-17,Ituri,470,,996,47.2,79,120,27,,1.6.1 Continuite des soins prose,"En Ituri, 79 nouvelles admissions toutes suspectes et 11 readmissions ont ete enregistrees pour 120 sorties dont 27 gueris. Ainsi, 470 patients sont hospitalises (172 confirmes et 298 suspects) pour 996 lits, soit un taux d occupation de 47,2%"
095,2026-08-17,Nord-Kivu,181,,206,87.9,20,12,0,1,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 20 admissions (2 confirmes au CTE de Katwa et 18 suspects) pour 12 sorties dont 1 deces suspect. Ainsi, 181 malades sont hospitalises (34 confirmes et 147 suspects) pour 206 lits, soit 87,9% d occupation"
095,2026-08-17,Haut-Uele,49,,78,62.8,3,3,3,0,1.6.1 Continuite des soins prose,"Au Haut-Uele, 3 nouvelles admissions et 3 gueris (1 a Rungu et 2 a Boma Mangbetu) ont ete enregistres. Ainsi, 49 malades sont hospitalises (39 confirmes et 10 suspects) pour 78 lits, soit 62,8% d occupation"
095,2026-08-17,Sud-Kivu,14,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 14 cas suspects restent hospitalises et la province totalise 68 jours sans nouveau cas confirme. La Tshopo n a pas rapporte this vintage (no row)"
096,2026-08-18,Ituri,447,,965,46.3,70,95,22,,1.6.1 Continuite des soins prose,"En Ituri, 70 nouvelles admissions et 2 readmissions ont ete enregistrees pour 95 sorties, dont 22 gueris. Ainsi, 447 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 46,3%"
096,2026-08-18,Nord-Kivu,205,,206,99.5,64,40,2,,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 64 admissions (9 confirmes, dont 8 au CTE de Katwa et 1 au CT d Oicha, et 55 suspects) pour 40 sorties dont 2 gueris au CTE de Kitatumba. Ainsi, 205 malades sont hospitalises pour 206 lits, soit 99,5% d occupation"
096,2026-08-18,Haut-Uele,53,,130,40.8,,,,,1.6.1 Continuite des soins prose,"Au Haut-Uele, 53 patients sont pris en charge (36 confirmes et 17 suspects); 52 lits des HGR de Wamba et d Isiro ont ete affectes aux CTE, portant la capacite provinciale a 130 lits (occupation 40,8%)"
096,2026-08-18,Tshopo,5,,12,41.7,1,,,,1.6.1 Continuite des soins prose,"A la Tshopo, une nouvelle admission d un suspect au CTE HC Kisangani porte a 5 le nombre de patients isoles pour 12 lits (41,7% d occupation)"
096,2026-08-18,Sud-Kivu,20,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 20 cas suspects restent hospitalises"
097,2026-08-19,Ituri,551,,965,57.1,138,129,36,,1.6.1 Continuite des soins prose,"En Ituri, 138 nouvelles admissions et 6 readmissions ont ete enregistrees pour 129 sorties, dont 36 gueris. Ainsi, 551 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 57,1%"
097,2026-08-19,Nord-Kivu,196,,206,95.1,46,55,1,,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 46 admissions (4 confirmes, dont 2 au CTE de Katwa et 2 au CT de Beni, et 42 suspects) pour 55 sorties dont 1 gueri au CT de Vuhovi. Ainsi, 196 malades sont hospitalises pour 206 lits, soit 95,1% d occupation"
097,2026-08-19,Haut-Uele,53,,130,44.6,,,,,1.6.1 Continuite des soins prose,"Au Haut-Uele, 53 patients sont pris en charge (36 confirmes et 17 suspects); ... portant la capacite provinciale a 130 lits (Taux d occupation 44,6%). A separate bullet in the same vintage also states Au Haut-Uele, 4 patients sont en hospitalisation (Taux d occupation 100,0%) - an unresolved dupl..."
097,2026-08-19,Tshopo,5,,14,41.7,1,,,,1.6.1 Continuite des soins prose,"A la Tshopo, une nouvelle admission d un suspect au CTE HC Kisangani porte a 5, le nombre de patients isoles pour 14 lits (41,7% d occupation) - printed beds(14) and occupancy(41,7%) are mutually inconsistent (5/14=35,7%), recorded as printed"
097,2026-08-19,Sud-Kivu,25,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 25 cas suspects restent hospitalises"
098,2026-08-20,Ituri,536,,965,55.2,89,116,9,,1.6.1 Continuite des soins prose,"En Ituri, 89 nouvelles admissions et 3 readmissions ont ete enregistrees pour 116 sorties, dont 9 gueris. Ainsi, 536 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 55,2%"
098,2026-08-20,Nord-Kivu,169,,206,82.0,41,60,2,,1.6.1 Continuite des soins prose,"Au Nord-Kivu, 41 admissions (4 confirmes et 37 suspects) pour 60 sorties dont 2 gueris au CTE de Kitatumba. Ainsi, 169 malades sont hospitalises pour 206 lits, soit 82,0% d occupation"
098,2026-08-20,Tshopo,6,,12,50.0,3,,,1,1.6.1 Continuite des soins prose,"A la Tshopo, trois nouvelles admissions de cas suspects au CTE HC Kisangani portent a 6 le nombre de patients isoles (3 confirmes et 3 suspects) pour 12 lits, soit 50,0% d occupation; un deces d un cas confirme est survenu au 9e jour d hospitalisation"
098,2026-08-20,Sud-Kivu,25,,,,,,,,1.6.1 Continuite des soins prose,"Au Sud-Kivu, 25 cas suspects restent hospitalises. Bas-Uele column (1 patient, 3 lits, 33,3%) is out of scope (not one of the seven tracked provinces)"
099,2026-08-21,Ituri,521,,965,54,98,115,9,,1.5.1 Continuite des soins prose,"En Ituri, 98 nouvelles admissions et 2 readmissions ont ete enregistrees pour 115 sorties, dont 9 gueris et 14 evades. Ainsi, 521 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 54%"
099,2026-08-21,Nord-Kivu,176,,206,85.4,66,59,4,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 66 admissions (5 confirmes et 61 suspects) pour 59 sorties dont 4 gueris au CTE de Katwa. Ainsi, 176 malades sont hospitalises pour 206 lits, soit 85,4% d occupation"
099,2026-08-21,Tshopo,5,,14,35.7,1,1,1,,1.5.1 Continuite des soins prose,"A la Tshopo, une nouvelle admission de cas suspect au CTE HC Kisangani et une sortie de guerison portent a 5 le nombre de patients isoles (1 confirme et 4 suspects) pour 14 lits, soit 35,7% d occupation"
099,2026-08-21,Haut-Uele,69,,130,53.1,11,2,2,,1.5.1 Continuite des soins prose,"Au Haut Uele, 11 admissions ont ete enregistrees, tous suspects et 2 gueris. Ainsi, 69 malades sont hospitalises pour 130 lits, soit 53,1% d occupation"
099,2026-08-21,Sud-Kivu,27,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 27 cas suspects restent hospitalises"
100,2026-08-22,Ituri,528,,965,54.7,94,87,14,,1.5.1 Continuite des soins prose,"En Ituri, 94 nouvelles admissions ont ete enregistrees pour 87 sorties, dont 14 gueris et aucun evade. Ainsi, 528 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 54,7%"
100,2026-08-22,Nord-Kivu,167,,206,81.1,19,28,3,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 19 admissions (5 confirmes et 14 suspects) pour 28 sorties dont 3 gueris au CTE de Beni. Ainsi, 167 malades sont hospitalises pour 206 lits, soit 81,1% d occupation"
100,2026-08-22,Tshopo,4,,14,28.6,1,1,1,,1.5.1 Continuite des soins prose,"A la Tshopo, une nouvelle admission de cas suspect au CTE HC Kisangani et une sortie de guerison portent a 4 le nombre de patients isoles (1 confirme et 3 suspects) pour 14 lits, soit 28,6% d occupation"
100,2026-08-22,Haut-Uele,72,,130,55.4,11,,,,1.5.1 Continuite des soins prose,"Au Haut Uele, 11 admissions ont ete enregistrees (4 confirmes et 7 suspects). Ainsi, 72 malades sont hospitalises pour 130 lits, soit 55,4% d occupation"
100,2026-08-22,Sud-Kivu,29,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 29 cas suspects restent hospitalises"
101,2026-08-23,Ituri,555,,965,57.5,118,91,13,,1.5.1 Continuite des soins prose,"En Ituri, 118 nouvelles admissions ont ete enregistrees et 91 sorties dont 13 gueris. Ainsi, 555 patients sont hospitalises pour 965 lits, soit un taux d occupation global de 57,5%"
101,2026-08-23,Nord-Kivu,181,,206,87.9,38,17,,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 38 admissions ont ete enregistrees pour 17 sorties. Au terme de la journee, 181 patients sont hospitalises pour 206 lits, soit un taux d occupation global de 87,9%"
101,2026-08-23,Tshopo,7,,14,50.0,4,1,0,,1.5.1 Continuite des soins prose,"A la Tshopo, 4 nouvelles admissions de cas suspects et une sortie (transfert au CTE) portent a 7 le nombre de patients isoles (1 confirme et 6 suspects) pour 14 lits, soit 50,0% d occupation"
101,2026-08-23,Sud-Kivu,30,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 30 cas suspects restent en isolement"
101,2026-08-23,Haut-Uele,72,,130,56.2,8,8,2,,1.5.1 Continuite des soins prose,"Au Haut Uele, 8 admissions ont ete enregistrees (1 confirme et 7 suspects) pour 8 sorties, dont 2 gueris. Un total de 72 patients sont en isolement pour 130 lits, soit 56,2%"
102,2026-08-24,Ituri,522,,978,53.4,76,109,23,,1.5.1 Continuite des soins prose,"En Ituri, 76 nouvelles admissions ont ete enregistrees et 109 sorties dont 23 gueris. Ainsi, 522 patients sont hospitalises pour 978 lits, soit un taux d occupation global de 53,4%"
102,2026-08-24,Nord-Kivu,178,,206,86.4,32,35,4,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 32 admissions ont ete enregistrees pour 35 sorties dont 4 gueris. Au terme de la journee, 178 patients sont hospitalises pour 206 lits, soit un taux d occupation global de 86,4% (challenges section separately notes 143 suspect-patients for 142 suspect-lits, not used for this row)"
102,2026-08-24,Tshopo,10,,14,71.4,4,,,,1.5.1 Continuite des soins prose,"A la Tshopo, 4 nouvelles admissions de cas suspects et 10 patients isoles pour 14 lits, soit 71,4% d occupation"
102,2026-08-24,Haut-Uele,81,,130,62.3,12,3,3,,1.5.1 Continuite des soins prose,"Au Haut Uele, 12 admissions ont ete enregistrees pour 3 sorties, dont 3 gueris. Un total de 81 patients sont en isolement pour 130 lits, soit 62,3%"
103,2026-08-25,Ituri,488,,978,49.9,88,97,20,,1.5.1 Continuite des soins prose,"En Ituri, 88 nouvelles admissions ont ete enregistrees et 97 sorties dont 20 gueris. Ainsi, 488 patients sont hospitalises pour 978 lits, soit un taux d occupation global de 49,9%"
103,2026-08-25,Nord-Kivu,194,,206,94.2,53,37,1,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 53 admissions ont ete enregistrees contre 37 sorties dont 1 gueri. Au terme de la journee, 194 patients sont hospitalises pour 206 lits, soit un taux d occupation global de 94,2%"
103,2026-08-25,Tshopo,8,,14,57.1,3,,,,1.5.1 Continuite des soins prose,"A la Tshopo, 3 nouvelles admissions de cas suspects et 8 patients isoles pour 14 lits, soit 57,1% d occupation"
103,2026-08-25,Haut-Uele,79,,120,65.8,9,6,3,,1.5.1 Continuite des soins prose,"Au Haut Uele, 9 admissions ont ete enregistrees contre 6 sorties, dont 3 gueris. Un total de 79 patients sont en isolement pour 120 lits, soit 65,8% de taux d occupation (bed count dropped from 130 in prior vintages to 120 here)"
104,2026-08-26,Ituri,549,,978,56.1,111,85,12,,1.5.1 Continuite des soins prose,"En Ituri, 111 nouvelles admissions ont ete enregistrees et 85 sorties dont 12 gueris. Ainsi, 549 patients sont hospitalises pour 978 lits, soit un taux d occupation global de 56,1%"
104,2026-08-26,Nord-Kivu,214,,206,103.9,69,33,1,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 69 admissions ont ete enregistrees contre 33 sorties dont 1 gueri. Au terme de la journee, 214 patients sont hospitalises pour 206 lits, soit un taux d occupation global de 103,9%"
104,2026-08-26,Tshopo,11,,14,78.6,2,,,,1.5.1 Continuite des soins prose,"A la Tshopo, 2 nouvelles admissions de cas suspects et 11 patients isoles pour 14 lits, soit 78,6% d occupation"
104,2026-08-26,Haut-Uele,68,,,56.7,17,15,11,,1.5.1 Continuite des soins prose,"Au Haut Uele, 17 admissions ont ete enregistrees (3 confirmes et 14 suspects) contre 15 sorties dont 11 gueris. Ainsi, 68 patients sont en isolement, soit 56,7% des lits occupes (no bed count printed this vintage)"
105,2026-08-27,Ituri,522,,978,53.4,119,105,22,,1.5.1 Continuite des soins prose,"En Ituri, 119 nouvelles admissions ont ete enregistrees et 105 sorties dont 22 gueris. Ainsi, 522 patients sont hospitalises pour 978 lits, soit un taux d occupation global de 53,4%"
105,2026-08-27,Nord-Kivu,232,,220,105.5,89,42,1,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 89 admissions ont ete enregistrees contre 42 sorties dont 1 gueri. Au terme de la journee, 232 patients sont hospitalises pour 220 lits, soit un taux d occupation global de 105,5%"
105,2026-08-27,Haut-Uele,,,,,,,2,,1.5.1 Continuite des soins prose,"Au Haut Uele, 2 nouveaux gueris ont ete decharges (no current isolement census, beds, admissions or occupancy printed this vintage)"
105,2026-08-27,Sud-Kivu,26,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 26 cas suspects sont isoles dans les CT de Lwiro (13), FOMULAC (8), CUB (3) et Nyangezi (2)"
106,2026-08-28,Ituri,552,,978,56.4,113,97,8,,1.5.1 Continuite des soins prose,"En Ituri, 113 nouvelles admissions ont ete enregistrees et 97 sorties dont 8 gueris. Ainsi, 552 patients sont hospitalises pour 978 lits, soit un taux d occupation de 56,4%"
106,2026-08-28,Nord-Kivu,236,,220,107.3,75,64,1,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 75 admissions ont ete enregistrees contre 64 sorties dont 1 gueri. Au decours de la journee, 236 patients sont hospitalises pour 220 lits, soit un taux d occupation de 107,3%"
106,2026-08-28,Haut-Uele,70,,120,58.3,11,7,,,1.5.1 Continuite des soins prose,"Au Haut Uele, 11 nouvelles admissions de cas suspects ont ete enregistrees et 7 sorties, 70 patients sont hospitalises pour 120 lits, soit un taux d occupation de 58,3%"
106,2026-08-28,Tshopo,11,,25,44.0,3,4,,,1.5.1 Continuite des soins prose,"A la Tshopo, 3 nouvelles admissions ont ete enregistrees contre 4 sorties et 11 patients sont en isolement pour 25 lits, soit un taux d occupation global de 44,0% (bed count jumped from 14 to 25)"
106,2026-08-28,Sud-Kivu,26,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 26 patients restent en isolement"
107,2026-08-29,Ituri,550,,978,56.2,117,119,34,,1.5.1 Continuite des soins prose,"En Ituri, 117 nouvelles admissions ont ete enregistrees et 119 sorties dont 34 gueris. Ainsi, 550 patients sont hospitalises pour 978 lits, soit un taux d occupation de 56,2%. Nord-Kivu not mentioned in this vintage s Continuite des soins section at all"
107,2026-08-29,Haut-Uele,44,,120,36.7,12,9,5,,1.5.1 Continuite des soins prose,"Au Haut Uele, 12 nouvelles admissions de cas suspects ont ete enregistrees et 9 sorties dont 5 gueris; 44 patients sont hospitalises pour 120 lits, soit un taux d occupation de 36,7%"
107,2026-08-29,Tshopo,10,,25,40.0,1,4,,,1.5.1 Continuite des soins prose,"A la Tshopo, 1 nouvelle admission a ete enregistree contre 4 sorties et 10 patients sont en isolement pour 25 lits, soit un taux d occupation global de 40,0%"
107,2026-08-29,Sud-Kivu,15,,,,,,,,1.5.1 Continuite des soins prose,"Au Sud-Kivu, 15 cas suspects restent suivis en hospitalisation"
108,2026-08-30,Ituri,524,,978,53.6,75,81,13,,1.5.1 Continuite des soins prose,"En Ituri, 75 nouvelles admissions dans les differentes structures dediees et 81 sorties dont 13 gueris. Ainsi, 524 patients sont hospitalises pour 978 lits, soit un taux d occupation de 53,6%"
108,2026-08-30,Nord-Kivu,282,,220,128.2,75,54,3,,1.5.1 Continuite des soins prose,"Au Nord-Kivu, 75 nouvelles admissions et 54 sorties dont 3 gueris; 282 patients sont hospitalises et le taux d occupation global des lits en CTE/CT est en sursaturation (128,2%; 282/220)"
108,2026-08-30,Tshopo,7,,25,32.0,0,7,1,,1.5.1 Continuite des soins prose,"A la Tshopo, aucune nouvelle admission n a ete enregistree. Sept sorties rapportees dont 1 gueri, 7 patients sont en isolement pour 25 lits, soit un taux d occupation global de 32,0%. Haut-Uele and Sud-Kivu not mentioned in this vintage's Continuite des soins section"
109,2026-08-31,Ituri,539,,978,55.1,97,82,16,,1.5.1 Prise en charge holistique prose,"En Ituri, 97 nouvelles admissions dans les differentes structures dediees contre 82 sorties dont 16 gueris. Ainsi, 539 patients sont hospitalises pour 978 lits, soit un taux d occupation de 55,1%"
109,2026-08-31,Nord-Kivu,283,,220,128.6,55,54,6,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 55 nouvelles admissions et 54 sorties dont 6 gueris; 283 patients sont hospitalises et le taux d occupation global des lits en CTE/CT est en sursaturation (128,6%; 283/220)"
109,2026-08-31,Sud-Kivu,8,,25,32.0,0,,,,1.5.1 Prise en charge holistique prose,"Au Sud-Kivu, aucune nouvelle admission n a ete enregistree. Huit (8) patients sont en isolement pour 25 lits, soit un taux d occupation global de 32,0% (Tshopo and Haut-Uele not mentioned this vintage)"
110,2026-09-01,Ituri,564,,978,57.7,112,87,27,,1.5.1 Prise en charge holistique prose,"En Ituri, 112 nouvelles admissions dans les differentes structures dediees contre 87 sorties dont 27 gueris. Ainsi, 564 patients sont hospitalises pour 978 lits, soit un taux d occupation de 57,7%"
110,2026-09-01,Nord-Kivu,232,,220,105.5,60,62,2,,1.5.1 Prise en charge holistique prose,"Au Nord-Kivu, 60 nouvelles admissions et 62 sorties dont 2 gueris; 232 patients sont hospitalises et le taux d occupation global des lits en CTE/CT est en sursaturation (105,5%; 232/220)"
