release,made_date,stream,horizon,target_date,fit,observed,median,lo30,hi30,lo60,hi60,lo90,hi90
results-v1.9.0 (backfill),2026-07-08,confirmed cases,28,2026-08-05,baseline,1989.0,1134.47,1069.28,1185.93,995.16,1248.57,901.76,1379.06
results-v1.9.0 (backfill),2026-07-08,confirmed cases,28,2026-08-05,joint,1989.0,3047.5,2514.7,3846.55,1839.6,4906.4,882.95,11655.95
results-1359,2026-07-23,confirmed cases,7,2026-07-30,baseline,632.0,573.0,548.94,596.78,513.88,636.0,449.0,700.05
results-1359,2026-07-23,confirmed cases,7,2026-07-30,confirmed,632.0,520.5,383.0,652.35,237.0,838.6,71.7,1667.25
results-1359,2026-07-23,confirmed cases,7,2026-07-30,joint,632.0,594.0,461.65,707.1,323.8,927.6,207.75,1434.55
results-1359,2026-07-23,confirmed cases,14,2026-08-06,baseline,1147.0,873.04,835.3,920.75,785.11,974.74,710.6,1051.78
results-1359,2026-07-23,confirmed cases,14,2026-08-06,confirmed,1147.0,1118.5,840.4,1420.05,561.6,1927.8,143.4,2698.8
results-1359,2026-07-23,confirmed cases,14,2026-08-06,joint,1147.0,1307.0,979.55,1656.5,732.0,2102.2,444.0,3097.7
results-1359,2026-07-23,confirmed cases,21,2026-08-13,baseline,1754.0,1180.23,1117.57,1238.37,1043.38,1303.51,940.75,1450.85
results-1359,2026-07-23,confirmed cases,21,2026-08-13,confirmed,1754.0,1792.0,1312.0,2476.7,768.4,3516.6,207.65,6022.45
results-1359,2026-07-23,confirmed cases,21,2026-08-13,joint,1754.0,2099.5,1660.65,2762.8,1256.0,3487.8,766.35,6051.85
results-1359,2026-07-23,confirmed cases,28,2026-08-20,baseline,2402.0,1496.27,1438.33,1558.97,1357.91,1622.95,1225.96,1733.78
results-1359,2026-07-23,confirmed cases,28,2026-08-20,confirmed,2402.0,2768.5,1638.65,3836.85,1034.6,5230.2,332.6,9332.75
results-1359,2026-07-23,confirmed cases,28,2026-08-20,joint,2402.0,3071.0,2292.15,3964.15,1686.8,5570.2,899.55,15486.6
results-1391,2026-07-25,confirmed cases,7,2026-08-01,baseline,548.0,572.39,544.3,597.35,512.0,635.37,437.84,673.33
results-1391,2026-07-25,confirmed cases,7,2026-08-01,confirmed,548.0,533.0,385.6,740.05,256.4,968.8,116.35,1615.2
results-1391,2026-07-25,confirmed cases,7,2026-08-01,joint,548.0,555.5,438.0,680.35,320.6,826.4,194.8,1192.65
results-1391,2026-07-25,confirmed cases,14,2026-08-08,baseline,1094.0,1000.17,967.4,1042.3,913.83,1112.49,803.37,1177.42
results-1391,2026-07-25,confirmed cases,14,2026-08-08,confirmed,1094.0,1181.5,817.2,1627.2,446.6,2237.0,152.6,3248.1
results-1391,2026-07-25,confirmed cases,14,2026-08-08,joint,1094.0,1126.0,926.55,1338.9,704.4,1758.8,405.85,2754.55
results-1391,2026-07-25,confirmed cases,21,2026-08-15,baseline,1745.0,1378.5,1316.53,1435.71,1236.07,1513.98,1106.98,1624.68
results-1391,2026-07-25,confirmed cases,21,2026-08-15,confirmed,1745.0,1730.0,1256.95,2417.05,758.8,3659.8,220.65,7650.6
results-1391,2026-07-25,confirmed cases,21,2026-08-15,joint,1745.0,1798.5,1540.5,2108.45,986.0,2871.0,651.15,4088.1
results-1391,2026-07-25,confirmed cases,28,2026-08-22,baseline,2314.0,1661.7,1557.25,1733.11,1450.48,1824.83,1330.78,1977.84
results-1391,2026-07-25,confirmed cases,28,2026-08-22,confirmed,2314.0,2588.5,1810.95,3680.35,1288.6,5335.8,356.05,10745.0
results-1391,2026-07-25,confirmed cases,28,2026-08-22,joint,2314.0,2531.5,2038.6,3081.65,1457.8,4677.2,771.95,10556.3
results-1394,2026-07-26,confirmed cases,7,2026-08-02,baseline,540.0,557.5,527.34,590.0,505.23,635.0,452.23,675.85
results-1394,2026-07-26,confirmed cases,7,2026-08-02,confirmed,540.0,443.5,337.95,568.0,226.6,779.8,85.0,1387.1
results-1394,2026-07-26,confirmed cases,7,2026-08-02,joint,540.0,598.0,495.6,710.4,367.2,836.6,208.85,1130.35
results-1394,2026-07-26,confirmed cases,14,2026-08-09,baseline,1119.0,1006.08,960.3,1055.8,894.34,1116.06,829.84,1230.37
results-1394,2026-07-26,confirmed cases,14,2026-08-09,confirmed,1119.0,943.0,681.65,1203.65,425.8,1764.0,111.8,3253.6
results-1394,2026-07-26,confirmed cases,14,2026-08-09,joint,1119.0,1070.5,864.3,1363.35,632.6,1633.0,395.9,2397.45
results-1394,2026-07-26,confirmed cases,21,2026-08-16,baseline,1759.0,1381.91,1310.96,1440.99,1246.48,1492.99,1140.78,1595.47
results-1394,2026-07-26,confirmed cases,21,2026-08-16,confirmed,1759.0,1702.0,1106.2,2091.5,696.6,3109.8,213.75,6820.35
results-1394,2026-07-26,confirmed cases,21,2026-08-16,joint,1759.0,1850.0,1518.15,2226.25,1121.2,2695.4,600.65,4750.5
results-1394,2026-07-26,confirmed cases,28,2026-08-23,baseline,2322.0,1728.16,1649.94,1800.98,1581.38,1872.59,1444.91,2047.48
results-1394,2026-07-26,confirmed cases,28,2026-08-23,confirmed,2322.0,2391.0,1632.65,3167.2,1059.4,4758.0,277.35,11959.05
results-1394,2026-07-26,confirmed cases,28,2026-08-23,joint,2322.0,2653.5,1962.25,3251.4,1322.6,4338.2,726.05,8920.25
results-1441,2026-07-27,confirmed cases,7,2026-08-03,baseline,514.0,614.17,582.65,643.22,542.8,673.37,488.84,727.98
results-1441,2026-07-27,confirmed cases,7,2026-08-03,confirmed,514.0,506.5,397.0,666.05,293.0,906.6,136.8,1392.5
results-1441,2026-07-27,confirmed cases,7,2026-08-03,joint,514.0,567.0,460.9,667.0,372.6,812.2,253.0,1142.4
results-1441,2026-07-27,confirmed cases,14,2026-08-10,baseline,1089.0,1088.68,1049.25,1134.59,997.45,1196.06,867.75,1268.0
results-1441,2026-07-27,confirmed cases,14,2026-08-10,confirmed,1089.0,1128.5,870.2,1484.05,627.4,1924.4,266.7,2757.2
results-1441,2026-07-27,confirmed cases,14,2026-08-10,joint,1089.0,1170.5,920.35,1464.8,723.6,1859.0,395.8,2764.7
results-1441,2026-07-27,confirmed cases,21,2026-08-17,baseline,1745.0,1378.76,1325.1,1429.5,1262.76,1495.13,1154.74,1618.09
results-1441,2026-07-27,confirmed cases,21,2026-08-17,confirmed,1745.0,1715.5,1320.55,2255.3,922.2,2875.2,426.2,4491.5
results-1441,2026-07-27,confirmed cases,21,2026-08-17,joint,1745.0,1758.0,1421.55,2237.7,1066.6,2931.0,633.8,5307.2
results-1441,2026-07-27,confirmed cases,28,2026-08-24,baseline,2296.0,1780.94,1698.75,1824.23,1599.39,1903.07,1446.57,2035.79
results-1441,2026-07-27,confirmed cases,28,2026-08-24,confirmed,2296.0,2649.5,1853.25,3455.35,1281.0,4617.2,580.85,7970.1
results-1441,2026-07-27,confirmed cases,28,2026-08-24,joint,2296.0,2644.5,2018.45,3533.55,1502.4,4722.2,835.35,9491.6
results-1446,2026-07-31,confirmed cases,7,2026-08-07,baseline,535.0,598.91,562.09,636.0,533.0,664.6,487.0,734.32
results-1446,2026-07-31,confirmed cases,7,2026-08-07,confirmed,535.0,539.0,389.95,798.45,278.8,1056.6,84.45,1855.7
results-1446,2026-07-31,confirmed cases,7,2026-08-07,joint,535.0,651.0,481.65,756.7,345.8,858.2,236.9,1250.7
results-1446,2026-07-31,confirmed cases,14,2026-08-14,baseline,1169.0,1141.09,1081.83,1187.65,1019.76,1229.1,936.44,1349.84
results-1446,2026-07-31,confirmed cases,14,2026-08-14,confirmed,1169.0,1305.0,814.9,1708.35,624.4,2210.2,190.8,4297.1
results-1446,2026-07-31,confirmed cases,14,2026-08-14,joint,1169.0,1142.0,925.3,1404.3,737.2,1739.2,400.45,2527.45
results-1446,2026-07-31,confirmed cases,21,2026-08-21,baseline,1784.0,1524.09,1468.82,1580.5,1379.96,1643.08,1278.23,1769.13
results-1446,2026-07-31,confirmed cases,21,2026-08-21,confirmed,1784.0,1946.5,1267.25,2803.45,940.4,3873.8,415.35,8972.3
results-1446,2026-07-31,confirmed cases,21,2026-08-21,joint,1784.0,2092.5,1619.05,2486.2,1248.2,3002.8,746.45,4671.8
results-1446,2026-07-31,confirmed cases,28,2026-08-28,baseline,2271.0,1863.09,1773.68,1933.69,1714.4,2034.2,1547.38,2166.76
results-1446,2026-07-31,confirmed cases,28,2026-08-28,confirmed,2271.0,3043.5,2090.25,4027.25,1315.2,5615.0,598.95,17293.7
results-1446,2026-07-31,confirmed cases,28,2026-08-28,joint,2271.0,2709.5,2101.25,3525.0,1555.6,4689.8,882.95,8479.05
results-v1.12.0,2026-08-01,confirmed cases,7,2026-08-08,baseline,546.0,548.57,518.3,574.38,482.8,609.43,434.6,677.24
results-v1.12.0,2026-08-01,confirmed cases,7,2026-08-08,confirmed,546.0,560.0,360.65,714.15,247.8,918.8,95.95,1498.15
results-v1.12.0,2026-08-01,confirmed cases,7,2026-08-08,joint,546.0,611.5,485.9,723.8,383.8,817.0,253.8,1150.75
results-v1.12.0,2026-08-01,confirmed cases,14,2026-08-15,baseline,1197.0,1131.91,1086.0,1180.95,1024.17,1223.3,942.55,1328.49
results-v1.12.0,2026-08-01,confirmed cases,14,2026-08-15,confirmed,1197.0,1236.0,897.25,1596.05,514.0,2077.2,195.5,3239.95
results-v1.12.0,2026-08-01,confirmed cases,14,2026-08-15,joint,1197.0,1172.5,941.75,1456.35,742.0,1749.2,469.85,2476.05
results-v1.12.0,2026-08-01,confirmed cases,21,2026-08-22,baseline,1766.0,1565.41,1519.07,1624.43,1458.87,1687.87,1344.98,1771.02
results-v1.12.0,2026-08-01,confirmed cases,21,2026-08-22,confirmed,1766.0,1887.0,1354.55,2568.55,794.0,3593.0,200.4,5898.05
results-v1.12.0,2026-08-01,confirmed cases,21,2026-08-22,joint,1766.0,1775.5,1348.3,2198.45,1087.4,2841.2,689.3,4916.1
results-v1.12.0,2026-08-01,confirmed cases,28,2026-08-29,baseline,2293.0,1905.3,1843.95,1972.36,1740.58,2083.42,1611.08,2200.95
results-v1.12.0,2026-08-01,confirmed cases,28,2026-08-29,confirmed,2293.0,2676.0,1736.75,3743.0,1055.0,5481.6,282.1,9323.5
results-v1.12.0,2026-08-01,confirmed cases,28,2026-08-29,joint,2293.0,2541.0,1884.15,3282.4,1338.6,4136.8,800.9,9006.0
results-1462,2026-08-02,confirmed cases,7,2026-08-09,baseline,579.0,544.5,505.06,568.47,475.8,602.32,432.96,661.05
results-1462,2026-08-02,confirmed cases,7,2026-08-09,confirmed,579.0,527.0,415.95,686.55,292.4,922.4,161.65,1706.5
results-1462,2026-08-02,confirmed cases,7,2026-08-09,joint,579.0,642.0,546.65,772.05,402.8,918.6,251.25,1217.2
results-1462,2026-08-02,confirmed cases,14,2026-08-16,baseline,1219.0,1097.91,1058.06,1145.35,984.52,1194.3,897.3,1301.07
results-1462,2026-08-02,confirmed cases,14,2026-08-16,confirmed,1219.0,1096.5,864.85,1438.15,599.0,1972.4,328.35,3360.95
results-1462,2026-08-02,confirmed cases,14,2026-08-16,joint,1219.0,1256.0,979.25,1484.55,778.6,1825.2,453.1,2619.25
results-1462,2026-08-02,confirmed cases,21,2026-08-23,baseline,1782.0,1567.83,1510.97,1628.42,1443.97,1689.34,1326.56,1814.66
results-1462,2026-08-02,confirmed cases,21,2026-08-23,confirmed,1782.0,1844.5,1468.45,2504.95,1043.0,3388.0,519.35,7353.75
results-1462,2026-08-02,confirmed cases,21,2026-08-23,joint,1782.0,1851.5,1518.7,2475.3,1222.4,3195.4,664.9,4813.4
results-1462,2026-08-02,confirmed cases,28,2026-08-30,baseline,2298.0,1904.18,1814.19,1981.16,1741.1,2075.86,1551.24,2208.54
results-1462,2026-08-02,confirmed cases,28,2026-08-30,confirmed,2298.0,2641.0,2047.0,3711.5,1516.8,4967.4,708.9,11492.55
results-1462,2026-08-02,confirmed cases,28,2026-08-30,joint,2298.0,2764.5,2135.45,3597.9,1495.2,5727.0,835.7,9259.95
results-1469,2026-08-03,confirmed cases,7,2026-08-10,baseline,575.0,440.33,403.0,474.35,362.2,496.07,311.66,567.25
results-1469,2026-08-03,confirmed cases,7,2026-08-10,confirmed,575.0,548.5,397.85,674.2,289.6,902.0,143.25,1480.2
results-1469,2026-08-03,confirmed cases,7,2026-08-10,joint,575.0,596.5,469.65,707.6,367.6,850.4,242.95,1162.4
results-1469,2026-08-03,confirmed cases,14,2026-08-17,baseline,1231.0,1063.52,1003.89,1105.38,961.2,1166.68,853.97,1261.18
results-1469,2026-08-03,confirmed cases,14,2026-08-17,confirmed,1231.0,1214.5,896.2,1561.15,580.8,2113.4,256.75,3172.2
results-1469,2026-08-03,confirmed cases,14,2026-08-17,joint,1231.0,1240.5,1024.05,1473.75,750.4,1821.2,533.3,2544.15
results-1469,2026-08-03,confirmed cases,21,2026-08-24,baseline,1782.0,1507.85,1425.95,1567.92,1370.79,1643.41,1234.8,1774.08
results-1469,2026-08-03,confirmed cases,21,2026-08-24,confirmed,1782.0,1961.5,1476.9,2535.55,952.4,3324.2,488.25,6142.6
results-1469,2026-08-03,confirmed cases,21,2026-08-24,joint,1782.0,1900.5,1488.75,2335.05,1117.6,2943.6,656.15,4695.15
results-1469,2026-08-03,confirmed cases,28,2026-08-31,baseline,2312.0,1833.5,1715.22,1922.59,1641.38,2019.12,1521.27,2158.17
results-1469,2026-08-03,confirmed cases,28,2026-08-31,confirmed,2312.0,2671.5,1955.7,3517.7,1307.8,5095.2,484.15,9180.9
results-1469,2026-08-03,confirmed cases,28,2026-08-31,joint,2312.0,2774.0,2011.0,3489.75,1528.2,4505.6,799.85,9263.1
results-1479,2026-08-04,confirmed cases,7,2026-08-11,baseline,594.0,615.37,580.71,646.0,549.47,679.0,478.29,733.15
results-1479,2026-08-04,confirmed cases,7,2026-08-11,confirmed,594.0,583.0,440.6,739.6,289.6,954.6,118.8,1423.65
results-1479,2026-08-04,confirmed cases,7,2026-08-11,joint,594.0,623.0,504.0,703.75,368.4,860.8,259.65,1233.7
results-1479,2026-08-04,confirmed cases,14,2026-08-18,baseline,1235.0,1174.41,1120.88,1221.99,1070.74,1266.4,958.14,1331.84
results-1479,2026-08-04,confirmed cases,14,2026-08-18,confirmed,1235.0,1227.0,870.15,1626.45,630.6,2298.4,190.3,3611.8
results-1479,2026-08-04,confirmed cases,14,2026-08-18,joint,1235.0,1246.0,965.55,1490.1,754.2,1822.0,492.35,2657.5
results-1479,2026-08-04,confirmed cases,21,2026-08-25,baseline,1740.0,1628.1,1572.67,1674.34,1498.89,1753.27,1313.55,1881.15
results-1479,2026-08-04,confirmed cases,21,2026-08-25,confirmed,1740.0,2010.5,1533.1,2561.05,1093.2,4073.8,415.65,6079.5
results-1479,2026-08-04,confirmed cases,21,2026-08-25,joint,1740.0,1826.0,1455.95,2170.7,1133.8,2890.0,691.65,4254.0
results-1489,2026-08-07,confirmed cases,7,2026-08-14,baseline,634.0,532.0,495.14,566.86,461.2,625.84,399.0,715.13
results-1489,2026-08-07,confirmed cases,7,2026-08-14,confirmed,634.0,526.0,407.65,691.4,270.4,936.2,126.65,1589.75
results-1489,2026-08-07,confirmed cases,7,2026-08-14,joint,634.0,573.0,444.85,665.35,343.0,825.0,227.2,1290.4
results-1489,2026-08-07,confirmed cases,14,2026-08-21,baseline,1249.0,1109.99,1078.6,1169.29,1034.11,1224.29,931.45,1358.23
results-1489,2026-08-07,confirmed cases,14,2026-08-21,confirmed,1249.0,1150.0,841.65,1542.7,627.0,2096.8,188.2,3084.85
results-1489,2026-08-07,confirmed cases,14,2026-08-21,joint,1249.0,1137.5,850.5,1398.1,673.8,1728.6,452.55,2728.0
results-1489,2026-08-07,confirmed cases,21,2026-08-28,baseline,1736.0,1677.73,1603.48,1751.36,1519.6,1822.56,1360.94,1943.25
results-1489,2026-08-07,confirmed cases,21,2026-08-28,confirmed,1736.0,1838.5,1346.1,2550.5,955.8,3326.0,377.6,6693.85
results-1489,2026-08-07,confirmed cases,21,2026-08-28,joint,1736.0,1676.0,1350.95,1988.4,1035.6,2630.2,563.15,4121.25
results-v1.13.2,2026-08-11,confirmed cases,7,2026-08-18,baseline,641.0,601.0,566.41,634.84,521.74,672.4,431.85,758.2
results-v1.13.2,2026-08-11,confirmed cases,7,2026-08-18,confirmed,641.0,572.5,442.3,754.35,277.2,973.8,115.25,1464.2
results-v1.13.2,2026-08-11,confirmed cases,7,2026-08-18,joint,641.0,557.0,473.65,675.35,360.6,796.6,248.0,1115.2
results-v1.13.2,2026-08-11,confirmed cases,14,2026-08-25,baseline,1146.0,1207.0,1146.54,1268.68,1091.65,1333.57,989.05,1410.08
results-v1.13.2,2026-08-11,confirmed cases,14,2026-08-25,confirmed,1146.0,1242.5,934.15,1544.5,637.2,2178.4,223.85,3628.75
results-v1.13.2,2026-08-11,confirmed cases,14,2026-08-25,joint,1146.0,1074.0,873.75,1255.75,683.6,1533.2,422.5,2255.6
results-1505,2026-08-15,confirmed cases,7,2026-08-22,baseline,569.0,657.87,615.65,679.54,578.63,726.83,503.38,816.62
results-1505,2026-08-15,confirmed cases,7,2026-08-22,confirmed,569.0,465.0,372.0,659.4,236.4,880.4,61.0,1413.55
results-1505,2026-08-15,confirmed cases,7,2026-08-22,joint,569.0,744.0,576.0,897.7,457.6,1045.0,300.85,1372.6
results-1505,2026-08-15,confirmed cases,14,2026-08-29,baseline,1096.0,1180.02,1136.74,1249.71,1082.4,1314.59,890.25,1420.62
results-1505,2026-08-15,confirmed cases,14,2026-08-29,confirmed,1096.0,1073.0,804.05,1474.45,483.6,1959.6,141.9,4136.55
results-1505,2026-08-15,confirmed cases,14,2026-08-29,joint,1096.0,1402.0,1136.25,1746.85,924.2,2102.2,589.35,3049.55
results-1527,2026-08-17,confirmed cases,7,2026-08-24,baseline,551.0,653.5,624.35,695.1,594.25,728.36,506.14,796.0
results-1527,2026-08-17,confirmed cases,7,2026-08-24,confirmed,551.0,466.0,331.85,611.35,210.4,822.2,44.85,1272.55
results-1527,2026-08-17,confirmed cases,7,2026-08-24,joint,551.0,706.5,560.8,828.45,434.8,1034.4,311.0,1540.75
results-1527,2026-08-17,confirmed cases,14,2026-08-31,baseline,1081.0,1256.79,1198.65,1322.36,1113.74,1405.8,977.8,1521.33
results-1527,2026-08-17,confirmed cases,14,2026-08-31,confirmed,1081.0,917.5,701.55,1241.05,470.0,1684.2,99.45,3054.2
results-1527,2026-08-17,confirmed cases,14,2026-08-31,joint,1081.0,1513.5,1304.25,1735.7,980.2,2247.8,689.6,3621.7
results-1573,2026-08-22,confirmed cases,7,2026-08-29,baseline,527.0,577.5,544.65,609.76,509.27,648.6,432.15,720.0
results-1573,2026-08-22,confirmed cases,7,2026-08-29,confirmed,527.0,571.0,422.65,778.05,271.6,1083.4,45.75,1604.35
results-1573,2026-08-22,confirmed cases,7,2026-08-29,joint,527.0,696.0,586.95,830.55,484.2,960.6,292.8,1262.15
results-1591,2026-08-24,confirmed cases,7,2026-08-31,baseline,530.0,553.85,513.95,582.28,470.8,634.91,400.95,686.7
results-1591,2026-08-24,confirmed cases,7,2026-08-31,confirmed,530.0,610.0,481.95,744.85,354.4,916.0,113.15,1384.95
results-1591,2026-08-24,confirmed cases,7,2026-08-31,joint,530.0,657.5,608.0,706.35,540.0,791.4,454.9,1017.05
results-v1.4.0 (backfill),2026-06-07,confirmed deaths,7,2026-06-14,baseline,91.0,55.0,41.65,68.0,25.0,81.2,0.0,106.0
results-v1.4.0 (backfill),2026-06-07,confirmed deaths,7,2026-06-14,joint,91.0,46.0,0.0,112.4,0.0,271.8,0.0,546.2
results-v1.4.0 (backfill),2026-06-07,confirmed deaths,14,2026-06-21,joint,166.0,115.5,29.65,231.7,0.0,440.0,0.0,1163.75
results-v1.4.0 (backfill),2026-06-07,confirmed deaths,21,2026-06-28,joint,259.0,242.0,91.65,453.7,0.0,861.4,0.0,2061.45
results-v1.4.0 (backfill),2026-06-07,confirmed deaths,28,2026-07-05,joint,420.0,353.5,145.3,723.7,18.0,1434.4,0.0,7402.15
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,7,2026-06-17,baseline,96.0,71.5,61.0,82.0,47.0,94.0,20.0,118.1
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,7,2026-06-17,joint,96.0,64.0,0.0,145.35,0.0,293.4,0.0,590.25
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,14,2026-06-24,baseline,168.0,120.0,116.0,123.0,109.0,129.0,101.0,137.0
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,14,2026-06-24,joint,168.0,211.0,78.0,371.0,5.8,551.0,0.0,1413.85
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,21,2026-07-01,joint,316.0,352.0,158.3,659.7,52.8,1109.0,0.0,2874.5
results-v1.5.0 (backfill),2026-06-10,confirmed deaths,28,2026-07-08,joint,489.0,678.0,324.6,1107.85,126.8,1914.8,0.0,5778.4
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,7,2026-07-08,baseline,173.0,149.0,134.72,161.86,118.02,178.37,93.3,208.23
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,7,2026-07-08,joint,173.0,234.0,143.65,362.0,53.8,608.0,0.0,1279.75
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,14,2026-07-15,baseline,376.0,225.02,207.45,245.91,188.82,263.85,158.02,296.94
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,14,2026-07-15,joint,376.0,622.5,335.5,1117.5,159.8,2047.6,0.0,6989.05
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,21,2026-07-22,baseline,643.0,316.91,294.6,335.0,269.8,363.21,221.92,425.23
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,21,2026-07-22,joint,643.0,1461.5,664.15,2482.7,261.8,6681.4,16.15,46182.25
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,28,2026-07-29,baseline,861.0,396.75,362.28,424.48,325.05,459.53,245.03,532.01
results-v1.7.0 (backfill),2026-07-01,confirmed deaths,28,2026-07-29,joint,861.0,2152.0,1091.25,5995.6,363.0,25658.4,0.0,629502.75
results-v1.8.0 (backfill),2026-07-06,confirmed deaths,7,2026-07-13,baseline,174.0,182.01,166.0,195.86,150.0,207.56,122.2,242.05
results-v1.8.0 (backfill),2026-07-06,confirmed deaths,7,2026-07-13,joint,174.0,28.0,0.0,100.05,0.0,186.4,0.0,334.2
