sitrep,report_date,province,patients_isolated,patients_isolated_normed,beds,occupancy_rate_pct,admissions_24h,discharges_24h,recovered_24h,deaths_incare_24h,source_section,quote
"116","2026-09-07","Tshopo",4,,25,16.0,2,,0,,"Continuité des soins / Prise en charge holistique section","deux nouvelles admissions ont ete enregistrees et trois sorties (aucun gueri). quatre (4) patients sont en isolement pour 25 lits, soit un taux d’occupation de 16,0 %."
"116","2026-09-07","Sud-Kivu",20,,,80.0,6,,,,"Continuité des soins / Prise en charge holistique section","6 nouvelles admissions au decours de la journee, 20 patients sont en isolement (taux d’occupation :80,0%)."
"117","2026-09-08","Ituri",471,,983,47.9,87,89,9,,"Continuité des soins / Prise en charge holistique section","87 nouvelles admissions dans les differentes structures dediees contre 89 sorties dont 9 gueris. ainsi, 471 patients sont hospitalises pour 983 lits, soit un taux d’occupation de 47,9% ; 417/448 (93 %) patients ont beneficie de repas chaud ; 14/14 (100 %) enfants sont sous lnpe/slm au cte, 3/3 (10"
"117","2026-09-08","Nord-Kivu",287,,220,130.5,88,55,1,,"Continuité des soins / Prise en charge holistique section","88 nouvelles admissions et 55 sorties enregistrees dont 1 guerie ; 287 patients sont hospitalises, soit un taux d’occupation global en sursaturation (130,5 % ; 287/220 lits disponibles)."
"117","2026-09-08","Haut-Uele",49,,134,36.6,3,16,11,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions contre 16 sorties (11 gueries). ainsi, 49 patients sont hospitalises pour 134 lits, soit un taux d’occupation de 36,6%."
"117","2026-09-08","Tshopo",7,,25,28.0,3,0,0,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions ont ete enregistrees et aucune sortie (aucun gueri). sept (7) patients sont en isolement pour 25 lits, soit un taux d’occupation de 28,0 %."
"117","2026-09-08","Sud-Kivu",19,,,76.0,,1,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelles admissions au decours de la journee, une sortie et 19 patients sont en isolement (taux d’occupation :76,0%)."
"118","2026-09-09","Ituri",457,,989,46.2,92,106,32,,"Continuité des soins / Prise en charge holistique section","92 nouvelles admissions dans les differentes structures dediees contre 106 sorties dont 32 gueris. ainsi, 457 patients sont hospitalises pour 989 lits, soit un taux d’occupation de 46,2% ; 407/434 (94 %) patients ont beneficie de repas chaud ; 14/14 (100 %) enfants 6 sont sous lnpe/slm au cte, 3/3"
"118","2026-09-09","Nord-Kivu",291,,220,132.2,72,68,1,,"Continuité des soins / Prise en charge holistique section","72 nouvelles admissions et 68 sorties enregistrees dont 1 gueri ; 291 patients sont hospitalises, soit un taux d’occupation global en sursaturation (132,2 % ; 291/220 lits disponibles) ; 79/79 accompagnants ayant beneficies de repas chauds soit100%,179/179 prestataires de premiere ligne ayant bene"
"118","2026-09-09","Haut-Uele",54,,134,40.3,3,16,1,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions contre 16 sorties (1 gueri). ainsi, 54 patients sont hospitalises pour 134 lits, soit un taux d’occupation de 40,3% ; de plus, 54 patients, 64 accompagnants et 26 ppl ont beneficie de trois repas chauds ; arrivee de l’equipe de l’inrb pour le traitement prophylactique et"
"118","2026-09-09","Tshopo",3,,25,12.0,0,4,2,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree contre 4 sorties (2 gueris). trois (3) patients sont en isolement pour 25 lits, soit un taux d’occupation de 12,0 %."
"118","2026-09-09","Sud-Kivu",18,,,,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission, 18 cas suspects restent en isolement."
"119","2026-09-10","Ituri",435,,1005,43.3,82,104,21,,"Continuité des soins / Prise en charge holistique section","82 nouvelles admissions dans les differentes structures dediees contre 104 sorties dont 21 gueries. ainsi, 435 patients sont hospitalises pour 1005 lits, soit un taux d’occupation de 43,3% ; 399/413 (97 %) patients ont beneficie de repas chaud ; 12/12 (100 %) enfants sont sous lnpe/slm au cte, 3/3"
"119","2026-09-10","Nord-Kivu",311,,,141.4,89,75,3,,"Continuité des soins / Prise en charge holistique section","89 nouvelles admissions et 75 sorties enregistrees dont 3 gueries ; 311 patients sont hospitalises, soit un taux d’occupation global en sursaturation (141,4%) ; 49/49 malades (100 %), 3/3 accompagnants et 52/52 prestataires de premiere ligne ont beneficie de repas chauds."
"119","2026-09-10","Haut-Uele",64,,134,47.8,12,1,0,,"Continuité des soins / Prise en charge holistique section","12 nouvelles admissions contre 1 sortie (aucun gueri). ainsi, 64 patients sont hospitalises pour 134 lits, soit un taux d’occupation de 47,8% ; de plus, 64 patients, 66 accompagnants et 28 ppl ont beneficie de trois repas chauds."
"119","2026-09-10","Tshopo",,,,,1,0,0,,"Continuité des soins / Prise en charge holistique section","1 nouvelle admission a ete enregistree sans aucune sortie (aucun gueri). neuf"
"119","2026-09-10","Sud-Kivu",18,,,72.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission, 18 cas suspects restent en isolement (taux d’occupation de 72,0 %)."
"120","2026-09-11","Ituri",442,,1007,43.9,94,77,11,,"Continuité des soins / Prise en charge holistique section","94 nouvelles admissions dans les differentes structures dediees contre 77 sorties dont 11 gueries. ainsi, 442 patients sont hospitalises pour 1007 lits, soit un taux d’occupation de 43,9% ; 406/421 (96 %) patients ont beneficie de repas chaud ; 12/12 (100 %) enfants sont sous lnpe/slm au cte, 5/5 "
"120","2026-09-11","Nord-Kivu",317,,,139.0,127,121,4,,"Continuité des soins / Prise en charge holistique section","127 nouvelles admissions contre 121 sorties enregistrees dont 4 gueries ; 317 patients sont hospitalises, soit un taux d’occupation global en sursaturation (139,0%) ; 54/54 malades (100 %), 1/1 accompagnant et 52/52 prestataires de premiere ligne ont beneficie de repas chauds."
"120","2026-09-11","Haut-Uele",65,,134,48.5,10,10,6,,"Continuité des soins / Prise en charge holistique section","10 nouvelles admissions contre 10 sorties (6 gueries). ainsi, 65 patients sont hospitalises pour 134 lits, soit un taux d’occupation de 48,5% ; de plus, 49 patients, 54 accompagnants et 28 ppl ont beneficie de trois repas chauds."
"120","2026-09-11","Bas-Uele",6,,,,1,1,,,"Continuité des soins / Prise en charge holistique section","1 nouvelle admission contre 1 sortie non-cas ; 6 patients demeurent en isolement dont 1 cas confirme pris en charge a l'hgr de ganga, et 9 contacts a haut risque sont sous prophylaxie a buta et a ganga."
"120","2026-09-11","Tshopo",,,,,2,1,,,"Continuité des soins / Prise en charge holistique section","2 nouvelles admissions ont ete enregistrees contre une sortie (deces). neuf"
"120","2026-09-11","Sud-Kivu",16,,,64.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission, 16 cas suspects restent en isolement (taux d’occupation de 64,0 %)."
"121","2026-09-12","Ituri",476,,1015,46.9,131,88,13,,"Continuité des soins / Prise en charge holistique section","131 nouvelles admissions dans les differentes structures dediees contre 88 sorties dont 13 gueries. ainsi, 476 patients sont hospitalises pour 1015 lits, soit un taux d’occupation de 46,9% ; 435/463 (94 %) patients ont beneficie de repas chaud ; 11/11 (100 %) enfants sont sous lnpe/slm au cte, 5/5"
"121","2026-09-12","Nord-Kivu",342,,,150.0,82,60,2,,"Continuité des soins / Prise en charge holistique section","82 nouvelles admissions contre 60 sorties enregistrees dont 2 gueries ; 342 patients sont hospitalises, soit un taux d’occupation global en sursaturation (150,0%), sans aucun lit disponible dans les cte/ct de butembo et katwa ; 64/64 malades (100 %), 8/8 accompagnants et 52/52 prestataires de prem"
"121","2026-09-12","Haut-Uele",69,,134,51.5,11,9,5,,"Continuité des soins / Prise en charge holistique section","11 nouvelles admissions contre 9 sorties (5 gueries). ainsi, 69 patients sont hospitalises pour 134 lits, soit un taux d’occupation de 51,5% ; 42 patients, 55 accompagnants et 26 ppl ont beneficie de repas chauds, a l’exception des cte de boma mangbetu, rungu et gombari ; debut du traitement pro"
"121","2026-09-12","Bas-Uele",7,,,,3,2,,,"Continuité des soins / Prise en charge holistique section","3 nouvelles admissions contre 2 sorties (1 non-cas et 1 evade) ; 7 patients demeurent en isolement dont 1 cas confirme pris en charge a l'hgr de ganga, 11 contacts a haut risque sont sous prophylaxie a buta et a ganga, pour une completude des donnees de prise en charge de 38 % (5/13)."
"121","2026-09-12","Tshopo",12,,31,38.7,9,3,,,"Continuité des soins / Prise en charge holistique section","9 nouvelles admissions ont ete enregistrees contre 3 sorties. douze (12) patients sont en isolement pour 31 lits, soit un taux d’occupation de 38,7%."
"121","2026-09-12","Sud-Kivu",,,,,1,0,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission a ete enregistree, aucune sortie signalee. dix-sept"
"122","2026-09-13","Ituri",472,,1015,46.5,86,88,12,,"Continuité des soins / Prise en charge holistique section","86 nouvelles admissions ont ete enregistrees dans les differentes structures dediees, contre 88 sorties dont 12 guerisons. ainsi, 472 patients sont pris en charge en hospitalisation pour 1015 lits, soit un taux d’occupation de 46,5 % ; 434/461 (94 %) patients ont beneficie de repas chaud ; 10/10 ("
"122","2026-09-13","Nord-Kivu",332,,,145.6,46,53,2,,"Continuité des soins / Prise en charge holistique section","46 nouvelles admissions ont ete enregistrees contre 53 sorties, dont 2 guerisons ; 332 patients sont pris en charge en hospitalisation, soit un taux d’occupation global en sursaturation (145,6 %) ; 7/7 accompagnants et 42/42 prestataires de premiere ligne ont beneficie de repas chauds."
"122","2026-09-13","Haut-Uele",69,,134,51.5,7,3,,,"Continuité des soins / Prise en charge holistique section","7 nouvelles admissions ont ete enregistrees contre 3 sorties. ainsi, 69 patients sont pris en charge en hospitalisation pour 134 lits, soit un taux d’occupation de 51,5 % ; de plus, 82 accompagnants et 34 ppl ont beneficie de trois repas chauds, a l’exception des zs de rungu et de gombari."
"122","2026-09-13","Bas-Uele",7,,,,1,1,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission a ete enregistree contre une (1) sortie (non-cas) ; 7 patients restent en isolement, dont 1 cas confirme pris en charge a l’hgr de ganga ; 9 contacts a haut risque sont sous prophylaxie a buta et a ganga, 10 contacts etant sortis indemnes du suivi a buta."
"122","2026-09-13","Tshopo",8,,31,25.8,0,1,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree contre une sortie (non-cas). huit (8) patients sont en isolement pour 31 lits, soit un taux d’occupation de 25,8%."
"122","2026-09-13","Sud-Kivu",17,,25,68.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission. dix-sept (17) patients sont en isolement pour 25 lits, soit un taux d’occupation de 68,0 %."
"123","2026-09-14","Ituri",485,,1015,47.8,95,81,,,"Continuité des soins / Prise en charge holistique section","95 nouvelles admissions enregistrees dans les differentes structures dediees, 81 sorties (17 guerisons). ainsi, 485 patients sont pris en charge en hospitalisation pour 1015 lits (taux d’occupation de 47,8 %) ; 454/473 (96 %) patients ont beneficie de repas chaud ; 9/9 (100 %) enfants sont sous ln"
"123","2026-09-14","Nord-Kivu",348,,,152.6,81,79,6,,"Continuité des soins / Prise en charge holistique section","81 nouvelles admissions ont ete enregistrees contre 79 sorties, dont 6 guerisons ; 348 patients sont pris en charge en hospitalisation, soit un taux d’occupation global en sursaturation (152,6 %) ; 7/7 accompagnants et 41/41 prestataires de premiere ligne ont beneficie de repas chauds ; 1 enfant s"
"123","2026-09-14","Haut-Uele",76,,136,55.9,22,15,4,,"Continuité des soins / Prise en charge holistique section","22 nouvelles admissions ont ete enregistrees contre 15 sorties (4 gueries). ainsi, 76 patients sont pris en charge en hospitalisation pour 136 lits, soit un taux d’occupation de 55,9 % ; 80 accompagnants et 32 ppl ont beneficie de trois repas chauds, excepte dans les zs de rungu et gombari."
"123","2026-09-14","Bas-Uele",7,,,,1,1,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission a ete enregistree contre une (1) sortie (non-cas) ; 7 patients restent en isolement, dont 1 cas confirme pris en charge a l’hgr de ganga ; 9 contacts a haut risque sont sous prophylaxie a buta et a ganga."
"123","2026-09-14","Tshopo",6,,31,19.4,1,5,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission a ete enregistree contre cinq (5) sorties (non-cas). six (6) patients sont en isolement pour 31 lits, soit un taux d’occupation de 19,4%."
"123","2026-09-14","Sud-Kivu",16,,25,64.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission. seize (16) patients sont en isolement pour 25 lits, soit un taux d’occupation de 64,0 %."
"124","2026-09-15","Ituri",461,,1015,45.4,82,103,,,"Continuité des soins / Prise en charge holistique section","82 nouvelles admissions enregistrees dans les differentes structures dediees, 103 sorties (13 guerisons). ainsi, 461 patients sont pris en charge en hospitalisation pour 1015 lits (taux d’occupation de 45,4%) ; 432/451 (95,7 %) patients ont beneficie de repas chaud ; 9/9 (100 %) enfants sont sous "
"124","2026-09-15","Nord-Kivu",373,,,94.7,118,93,4,,"Continuité des soins / Prise en charge holistique section","118 nouvelles admissions ont ete enregistrees contre 93 sorties, dont 4 guerisons ; 373 patients sont pris en charge en hospitalisation dont 216 dans les structures dediees, soit un taux d’occupation global (94,7%) proche de la saturation ; 30/30 (100 %) malades (16 confirmes et 14 suspects) ont b"
"124","2026-09-15","Haut-Uele",63,,136,46.3,6,17,6,,"Continuité des soins / Prise en charge holistique section","6 nouvelles admissions ont ete enregistrees contre 17 sorties (6 gueries). ainsi, 63 patients sont pris en charge en hospitalisation pour 136 lits, soit un taux d’occupation de 46,3 % ; 73 accompagnants et 31 ppl ont beneficie de trois repas chauds, excepte dans les zs de rungu et gombari."
"124","2026-09-15","Bas-Uele",,,,,5,1,,1,"Continuité des soins / Prise en charge holistique section","cinq (5) nouvelles admissions ont ete enregistrees contre une sortie (1 deces)"
"124","2026-09-15","Tshopo",6,,31,19.4,0,0,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission n’a ete enregistree et aucune sortie. six (6) patients sont en isolement pour 31 lits, soit un taux d’occupation de 19,4% ; 6 suspects ont beneficie d’un repas chaud, 1 confirme instable d’un regime alimentaire specifique et 42/42"
"124","2026-09-15","Sud-Kivu",16,,25,64.0,0,,,,"Continuité des soins / Prise en charge holistique section","aucune nouvelle admission. seize (16) patients sont en isolement pour 25 lits, soit un taux d’occupation de 64,0 %."
"125","2026-09-16","Ituri",442,,1015,43.5,89,107,18,,"Continuité des soins / Prise en charge holistique section","89 nouvelles admissions dans les differentes structures dediees contre 107 sorties dont 18 gueries. ainsi, 442 patients sont hospitalises pour 1015 lits, soit un taux d’occupation de 43,5 % ; 405/429 (94,4 %) patients ont beneficie de repas chaud ; 10/10 enfants sont sous lnpe/slm au cte, 4/4 a la"
"125","2026-09-16","Nord-Kivu",376,221,228,96.9,103,60,2,,"Continuité des soins / Prise en charge holistique section","103 nouvelles admissions enregistrees contre 60 sorties dont 2 gueries ; 376 patients sont hospitalises dont 221 dans les structures normees avec une capacite d’accueil 6 de 228 lits, soit un taux d’occupation (96,9 %), proche de la saturation ; 35/35 malades, 10/10 accompagnants et 52/52 presta"
"125","2026-09-16","Haut-Uele",62,,136,45.6,10,2,2,,"Continuité des soins / Prise en charge holistique section","10 nouvelles admissions contre 2 sorties (gueries). ainsi, 62 patients sont hospitalises pour 136 lits, soit un taux d’occupation de 45,6 % ; 62 patients, 67 accompagnants et 31 ppl ont beneficie de trois repas chauds, excepte a rungu et a gombari."
"125","2026-09-16","Bas-Uele",5,,,,1,1,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission contre une (1) sortie (1 non-cas) ; 5 patients demeurent en isolement dont 1 cas confirme pris en charge a l'hgr de ganga ; 9 contacts a haut risque demeurent sous prophylaxie et 10 sont sortis indemnes du suivi."
"125","2026-09-16","Tshopo",7,,31,22.6,1,0,,,"Continuité des soins / Prise en charge holistique section","une (1) nouvelle admission a ete enregistree, un ppl de sexe masculin age de 35 ans, et aucune sortie. sept (7) patients sont en isolement pour 31 lits, soit un taux d'occupation de 22,6 % ; 4 confirmes et 2 suspects ont beneficie d'un repas chaud et 42/42"
"125","2026-09-16","Sud-Kivu",13,,25,52.0,2,5,,,"Continuité des soins / Prise en charge holistique section","2 nouvelles admissions enregistrees et 5 sorties signalees. treize (13) patients sont en isolement pour 25 lits, soit un taux d’occupation de 52,0 %."
